range,percentage,min,max,fund_slug
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,hamilton-lane
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,hamilton-lane
"$20,000,000 - $50,000,000",50.0,20000000,50000000.0,hamilton-lane
"$50,000,000+",50.0,50000000,,hamilton-lane
"$0 - $1,000,000",0.0,0,1000000.0,narwhal-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,narwhal-ventures
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,narwhal-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,narwhal-ventures
"$20,000,000 - $50,000,000",50.0,20000000,50000000.0,narwhal-ventures
"$50,000,000+",0.0,50000000,,narwhal-ventures
"$0 - $1,000,000",0.0,0,1000000.0,alphagrep
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,alphagrep
"$3,000,000 - $10,000,000",25.0,3000000,10000000.0,alphagrep
"$10,000,000 - $20,000,000",12.5,10000000,20000000.0,alphagrep
"$20,000,000 - $50,000,000",12.5,20000000,50000000.0,alphagrep
"$50,000,000+",0.0,50000000,,alphagrep
"$0 - $1,000,000",50.0,0,1000000.0,aitech-labs
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,aitech-labs
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,aitech-labs
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,aitech-labs
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,aitech-labs
"$50,000,000+",0.0,50000000,,aitech-labs
"$0 - $1,000,000",0.0,0,1000000.0,blue-bay-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,blue-bay-capital
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,blue-bay-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,blue-bay-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,blue-bay-capital
"$50,000,000+",0.0,50000000,,blue-bay-capital
"$0 - $1,000,000",100.0,0,1000000.0,fundland-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,fundland-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,fundland-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,fundland-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,fundland-capital
"$50,000,000+",0.0,50000000,,fundland-capital
"$0 - $1,000,000",0.0,0,1000000.0,mindset-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,mindset-ventures
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,mindset-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,mindset-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,mindset-ventures
"$50,000,000+",0.0,50000000,,mindset-ventures
"$0 - $1,000,000",0.0,0,1000000.0,courtside-ventures
"$1,000,000 - $3,000,000",26.67,1000000,3000000.0,courtside-ventures
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,courtside-ventures
"$10,000,000 - $20,000,000",20.0,10000000,20000000.0,courtside-ventures
"$20,000,000 - $50,000,000",13.33,20000000,50000000.0,courtside-ventures
"$50,000,000+",6.67,50000000,,courtside-ventures
"$0 - $1,000,000",0.0,0,1000000.0,hartmann-capital
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,hartmann-capital
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,hartmann-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,hartmann-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,hartmann-capital
"$50,000,000+",16.67,50000000,,hartmann-capital
"$0 - $1,000,000",0.0,0,1000000.0,supercell
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,supercell
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,supercell
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,supercell
"$20,000,000 - $50,000,000",50.0,20000000,50000000.0,supercell
"$50,000,000+",0.0,50000000,,supercell
"$0 - $1,000,000",0.0,0,1000000.0,phemex-venture
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,phemex-venture
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,phemex-venture
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,phemex-venture
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,phemex-venture
"$50,000,000+",0.0,50000000,,phemex-venture
"$0 - $1,000,000",15.79,0,1000000.0,bitmain
"$1,000,000 - $3,000,000",15.79,1000000,3000000.0,bitmain
"$3,000,000 - $10,000,000",36.84,3000000,10000000.0,bitmain
"$10,000,000 - $20,000,000",15.79,10000000,20000000.0,bitmain
"$20,000,000 - $50,000,000",10.53,20000000,50000000.0,bitmain
"$50,000,000+",5.26,50000000,,bitmain
"$0 - $1,000,000",0.0,0,1000000.0,trustless-labs
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,trustless-labs
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,trustless-labs
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,trustless-labs
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,trustless-labs
"$50,000,000+",0.0,50000000,,trustless-labs
"$0 - $1,000,000",0.0,0,1000000.0,theta-blockchain-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,theta-blockchain-ventures
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,theta-blockchain-ventures
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,theta-blockchain-ventures
"$20,000,000 - $50,000,000",16.67,20000000,50000000.0,theta-blockchain-ventures
"$50,000,000+",0.0,50000000,,theta-blockchain-ventures
"$0 - $1,000,000",0.0,0,1000000.0,gm-vc
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,gm-vc
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,gm-vc
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,gm-vc
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,gm-vc
"$50,000,000+",0.0,50000000,,gm-vc
"$0 - $1,000,000",0.0,0,1000000.0,mqdao
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,mqdao
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,mqdao
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,mqdao
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,mqdao
"$50,000,000+",0.0,50000000,,mqdao
"$0 - $1,000,000",100.0,0,1000000.0,osprey-funds
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,osprey-funds
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,osprey-funds
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,osprey-funds
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,osprey-funds
"$50,000,000+",0.0,50000000,,osprey-funds
"$0 - $1,000,000",0.0,0,1000000.0,tempo
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,tempo
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,tempo
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,tempo
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,tempo
"$50,000,000+",0.0,50000000,,tempo
"$0 - $1,000,000",28.57,0,1000000.0,d64ventures
"$1,000,000 - $3,000,000",42.86,1000000,3000000.0,d64ventures
"$3,000,000 - $10,000,000",21.43,3000000,10000000.0,d64ventures
"$10,000,000 - $20,000,000",7.14,10000000,20000000.0,d64ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,d64ventures
"$50,000,000+",0.0,50000000,,d64ventures
"$0 - $1,000,000",100.0,0,1000000.0,alex
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,alex
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,alex
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,alex
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,alex
"$50,000,000+",0.0,50000000,,alex
"$0 - $1,000,000",100.0,0,1000000.0,moonwalker-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,moonwalker-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,moonwalker-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,moonwalker-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,moonwalker-capital
"$50,000,000+",0.0,50000000,,moonwalker-capital
"$0 - $1,000,000",12.5,0,1000000.0,safe-ecosystem-foundation
"$1,000,000 - $3,000,000",75.0,1000000,3000000.0,safe-ecosystem-foundation
"$3,000,000 - $10,000,000",12.5,3000000,10000000.0,safe-ecosystem-foundation
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,safe-ecosystem-foundation
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,safe-ecosystem-foundation
"$50,000,000+",0.0,50000000,,safe-ecosystem-foundation
"$0 - $1,000,000",0.0,0,1000000.0,bny-mellon
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,bny-mellon
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,bny-mellon
"$10,000,000 - $20,000,000",20.0,10000000,20000000.0,bny-mellon
"$20,000,000 - $50,000,000",20.0,20000000,50000000.0,bny-mellon
"$50,000,000+",60.0,50000000,,bny-mellon
"$0 - $1,000,000",16.67,0,1000000.0,bnp-paribas
"$1,000,000 - $3,000,000",16.67,1000000,3000000.0,bnp-paribas
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,bnp-paribas
"$10,000,000 - $20,000,000",16.67,10000000,20000000.0,bnp-paribas
"$20,000,000 - $50,000,000",16.67,20000000,50000000.0,bnp-paribas
"$50,000,000+",33.33,50000000,,bnp-paribas
"$0 - $1,000,000",20.0,0,1000000.0,future-fund
"$1,000,000 - $3,000,000",60.0,1000000,3000000.0,future-fund
"$3,000,000 - $10,000,000",20.0,3000000,10000000.0,future-fund
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,future-fund
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,future-fund
"$50,000,000+",0.0,50000000,,future-fund
"$0 - $1,000,000",0.0,0,1000000.0,tsv-cap
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,tsv-cap
"$3,000,000 - $10,000,000",66.67,3000000,10000000.0,tsv-cap
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,tsv-cap
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,tsv-cap
"$50,000,000+",0.0,50000000,,tsv-cap
"$0 - $1,000,000",0.0,0,1000000.0,chainlink-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,chainlink-capital
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,chainlink-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,chainlink-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,chainlink-capital
"$50,000,000+",0.0,50000000,,chainlink-capital
"$0 - $1,000,000",0.0,0,1000000.0,deutsche-borse
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,deutsche-borse
"$3,000,000 - $10,000,000",25.0,3000000,10000000.0,deutsche-borse
"$10,000,000 - $20,000,000",25.0,10000000,20000000.0,deutsche-borse
"$20,000,000 - $50,000,000",25.0,20000000,50000000.0,deutsche-borse
"$50,000,000+",25.0,50000000,,deutsche-borse
"$0 - $1,000,000",0.0,0,1000000.0,aladdindao
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,aladdindao
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,aladdindao
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,aladdindao
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,aladdindao
"$50,000,000+",0.0,50000000,,aladdindao
"$0 - $1,000,000",0.0,0,1000000.0,boosty-labs
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,boosty-labs
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,boosty-labs
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,boosty-labs
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,boosty-labs
"$50,000,000+",0.0,50000000,,boosty-labs
"$0 - $1,000,000",0.0,0,1000000.0,dlc-link
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,dlc-link
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,dlc-link
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,dlc-link
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,dlc-link
"$50,000,000+",0.0,50000000,,dlc-link
"$0 - $1,000,000",0.0,0,1000000.0,the-a-team
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,the-a-team
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,the-a-team
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,the-a-team
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,the-a-team
"$50,000,000+",0.0,50000000,,the-a-team
"$0 - $1,000,000",5.88,0,1000000.0,kommune
"$1,000,000 - $3,000,000",17.65,1000000,3000000.0,kommune
"$3,000,000 - $10,000,000",23.53,3000000,10000000.0,kommune
"$10,000,000 - $20,000,000",17.65,10000000,20000000.0,kommune
"$20,000,000 - $50,000,000",29.41,20000000,50000000.0,kommune
"$50,000,000+",5.88,50000000,,kommune
"$0 - $1,000,000",11.11,0,1000000.0,boxmining
"$1,000,000 - $3,000,000",66.67,1000000,3000000.0,boxmining
"$3,000,000 - $10,000,000",22.22,3000000,10000000.0,boxmining
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,boxmining
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,boxmining
"$50,000,000+",0.0,50000000,,boxmining
"$0 - $1,000,000",0.0,0,1000000.0,dec-ventures
"$1,000,000 - $3,000,000",66.67,1000000,3000000.0,dec-ventures
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,dec-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,dec-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,dec-ventures
"$50,000,000+",0.0,50000000,,dec-ventures
"$0 - $1,000,000",0.0,0,1000000.0,cryptodiscover
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,cryptodiscover
"$3,000,000 - $10,000,000",66.67,3000000,10000000.0,cryptodiscover
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,cryptodiscover
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,cryptodiscover
"$50,000,000+",0.0,50000000,,cryptodiscover
"$0 - $1,000,000",0.0,0,1000000.0,capsulex-labs
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,capsulex-labs
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,capsulex-labs
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,capsulex-labs
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,capsulex-labs
"$50,000,000+",0.0,50000000,,capsulex-labs
"$0 - $1,000,000",0.0,0,1000000.0,kaizen-finance
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,kaizen-finance
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,kaizen-finance
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,kaizen-finance
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,kaizen-finance
"$50,000,000+",0.0,50000000,,kaizen-finance
"$0 - $1,000,000",0.0,0,1000000.0,pleb-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,pleb-capital
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,pleb-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,pleb-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,pleb-capital
"$50,000,000+",0.0,50000000,,pleb-capital
"$0 - $1,000,000",0.0,0,1000000.0,protocap
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,protocap
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,protocap
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,protocap
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,protocap
"$50,000,000+",0.0,50000000,,protocap
"$0 - $1,000,000",0.0,0,1000000.0,basedvc
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,basedvc
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,basedvc
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,basedvc
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,basedvc
"$50,000,000+",0.0,50000000,,basedvc
"$0 - $1,000,000",16.67,0,1000000.0,kyber-capital
"$1,000,000 - $3,000,000",16.67,1000000,3000000.0,kyber-capital
"$3,000,000 - $10,000,000",66.67,3000000,10000000.0,kyber-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,kyber-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,kyber-capital
"$50,000,000+",0.0,50000000,,kyber-capital
"$0 - $1,000,000",33.33,0,1000000.0,rarible
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,rarible
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,rarible
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,rarible
"$20,000,000 - $50,000,000",33.33,20000000,50000000.0,rarible
"$50,000,000+",0.0,50000000,,rarible
"$0 - $1,000,000",0.0,0,1000000.0,stakefish
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,stakefish
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,stakefish
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,stakefish
"$20,000,000 - $50,000,000",33.33,20000000,50000000.0,stakefish
"$50,000,000+",0.0,50000000,,stakefish
"$0 - $1,000,000",0.0,0,1000000.0,sorenson-impact
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,sorenson-impact
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,sorenson-impact
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,sorenson-impact
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,sorenson-impact
"$50,000,000+",0.0,50000000,,sorenson-impact
"$0 - $1,000,000",0.0,0,1000000.0,insignius-capital
"$1,000,000 - $3,000,000",38.46,1000000,3000000.0,insignius-capital
"$3,000,000 - $10,000,000",61.54,3000000,10000000.0,insignius-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,insignius-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,insignius-capital
"$50,000,000+",0.0,50000000,,insignius-capital
"$0 - $1,000,000",33.33,0,1000000.0,firexcapital
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,firexcapital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,firexcapital
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,firexcapital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,firexcapital
"$50,000,000+",0.0,50000000,,firexcapital
"$0 - $1,000,000",0.0,0,1000000.0,aj-ventures
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,aj-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,aj-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,aj-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,aj-ventures
"$50,000,000+",0.0,50000000,,aj-ventures
"$0 - $1,000,000",0.0,0,1000000.0,sky-gardians-capital
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,sky-gardians-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,sky-gardians-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,sky-gardians-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,sky-gardians-capital
"$50,000,000+",0.0,50000000,,sky-gardians-capital
"$0 - $1,000,000",0.0,0,1000000.0,sqrdao
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,sqrdao
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,sqrdao
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,sqrdao
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,sqrdao
"$50,000,000+",0.0,50000000,,sqrdao
"$0 - $1,000,000",0.0,0,1000000.0,01labs
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,01labs
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,01labs
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,01labs
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,01labs
"$50,000,000+",0.0,50000000,,01labs
"$0 - $1,000,000",0.0,0,1000000.0,firestarter
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,firestarter
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,firestarter
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,firestarter
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,firestarter
"$50,000,000+",0.0,50000000,,firestarter
"$0 - $1,000,000",0.0,0,1000000.0,asteroid-capital
"$1,000,000 - $3,000,000",75.0,1000000,3000000.0,asteroid-capital
"$3,000,000 - $10,000,000",25.0,3000000,10000000.0,asteroid-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,asteroid-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,asteroid-capital
"$50,000,000+",0.0,50000000,,asteroid-capital
"$0 - $1,000,000",0.0,0,1000000.0,g1-ventures
"$1,000,000 - $3,000,000",30.77,1000000,3000000.0,g1-ventures
"$3,000,000 - $10,000,000",53.85,3000000,10000000.0,g1-ventures
"$10,000,000 - $20,000,000",15.38,10000000,20000000.0,g1-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,g1-ventures
"$50,000,000+",0.0,50000000,,g1-ventures
"$0 - $1,000,000",66.67,0,1000000.0,dcdao
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,dcdao
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,dcdao
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,dcdao
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,dcdao
"$50,000,000+",0.0,50000000,,dcdao
"$0 - $1,000,000",33.33,0,1000000.0,moni
"$1,000,000 - $3,000,000",66.67,1000000,3000000.0,moni
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,moni
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,moni
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,moni
"$50,000,000+",0.0,50000000,,moni
"$0 - $1,000,000",0.0,0,1000000.0,duplicate-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,duplicate-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,duplicate-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,duplicate-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,duplicate-capital
"$50,000,000+",0.0,50000000,,duplicate-capital
"$0 - $1,000,000",0.0,0,1000000.0,syndicate
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,syndicate
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,syndicate
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,syndicate
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,syndicate
"$50,000,000+",0.0,50000000,,syndicate
"$0 - $1,000,000",0.0,0,1000000.0,ait-protocol
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,ait-protocol
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,ait-protocol
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,ait-protocol
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,ait-protocol
"$50,000,000+",0.0,50000000,,ait-protocol
"$0 - $1,000,000",0.0,0,1000000.0,digits-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,digits-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,digits-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,digits-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,digits-ventures
"$50,000,000+",0.0,50000000,,digits-ventures
"$0 - $1,000,000",0.0,0,1000000.0,pastel-alpha
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,pastel-alpha
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,pastel-alpha
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,pastel-alpha
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,pastel-alpha
"$50,000,000+",0.0,50000000,,pastel-alpha
"$0 - $1,000,000",5.26,0,1000000.0,village-global
"$1,000,000 - $3,000,000",26.32,1000000,3000000.0,village-global
"$3,000,000 - $10,000,000",42.11,3000000,10000000.0,village-global
"$10,000,000 - $20,000,000",21.05,10000000,20000000.0,village-global
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,village-global
"$50,000,000+",5.26,50000000,,village-global
"$0 - $1,000,000",0.0,0,1000000.0,stillmark
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,stillmark
"$3,000,000 - $10,000,000",37.5,3000000,10000000.0,stillmark
"$10,000,000 - $20,000,000",12.5,10000000,20000000.0,stillmark
"$20,000,000 - $50,000,000",12.5,20000000,50000000.0,stillmark
"$50,000,000+",12.5,50000000,,stillmark
"$0 - $1,000,000",0.0,0,1000000.0,mayfield
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,mayfield
"$3,000,000 - $10,000,000",20.0,3000000,10000000.0,mayfield
"$10,000,000 - $20,000,000",40.0,10000000,20000000.0,mayfield
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,mayfield
"$50,000,000+",40.0,50000000,,mayfield
"$0 - $1,000,000",0.0,0,1000000.0,castle-capital
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,castle-capital
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,castle-capital
"$10,000,000 - $20,000,000",25.0,10000000,20000000.0,castle-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,castle-capital
"$50,000,000+",0.0,50000000,,castle-capital
"$0 - $1,000,000",0.0,0,1000000.0,mvp-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,mvp-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,mvp-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,mvp-ventures
"$20,000,000 - $50,000,000",33.33,20000000,50000000.0,mvp-ventures
"$50,000,000+",66.67,50000000,,mvp-ventures
"$0 - $1,000,000",0.0,0,1000000.0,stepstone-group
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,stepstone-group
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,stepstone-group
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,stepstone-group
"$20,000,000 - $50,000,000",25.0,20000000,50000000.0,stepstone-group
"$50,000,000+",75.0,50000000,,stepstone-group
"$0 - $1,000,000",0.0,0,1000000.0,maverick-ventures-israel
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,maverick-ventures-israel
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,maverick-ventures-israel
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,maverick-ventures-israel
"$20,000,000 - $50,000,000",50.0,20000000,50000000.0,maverick-ventures-israel
"$50,000,000+",50.0,50000000,,maverick-ventures-israel
"$0 - $1,000,000",0.0,0,1000000.0,celesta-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,celesta-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,celesta-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,celesta-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,celesta-capital
"$50,000,000+",100.0,50000000,,celesta-capital
"$0 - $1,000,000",0.0,0,1000000.0,ravikant-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,ravikant-capital
