range,percentage,min,max,fund_slug
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,the-hbar-foundation
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,the-hbar-foundation
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,the-hbar-foundation
"$50,000,000+",0.0,50000000,,the-hbar-foundation
"$0 - $1,000,000",0.0,0,1000000.0,diamond-hands-ventures
"$1,000,000 - $3,000,000",66.67,1000000,3000000.0,diamond-hands-ventures
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,diamond-hands-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,diamond-hands-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,diamond-hands-ventures
"$50,000,000+",0.0,50000000,,diamond-hands-ventures
"$0 - $1,000,000",0.0,0,1000000.0,mantis-vc
"$1,000,000 - $3,000,000",6.25,1000000,3000000.0,mantis-vc
"$3,000,000 - $10,000,000",43.75,3000000,10000000.0,mantis-vc
"$10,000,000 - $20,000,000",18.75,10000000,20000000.0,mantis-vc
"$20,000,000 - $50,000,000",12.5,20000000,50000000.0,mantis-vc
"$50,000,000+",18.75,50000000,,mantis-vc
"$0 - $1,000,000",0.0,0,1000000.0,cross-river-digital-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,cross-river-digital-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,cross-river-digital-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,cross-river-digital-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,cross-river-digital-ventures
"$50,000,000+",100.0,50000000,,cross-river-digital-ventures
"$0 - $1,000,000",0.0,0,1000000.0,founder-collective
"$1,000,000 - $3,000,000",40.0,1000000,3000000.0,founder-collective
"$3,000,000 - $10,000,000",40.0,3000000,10000000.0,founder-collective
"$10,000,000 - $20,000,000",20.0,10000000,20000000.0,founder-collective
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,founder-collective
"$50,000,000+",0.0,50000000,,founder-collective
"$0 - $1,000,000",0.0,0,1000000.0,hana-financial-investment
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,hana-financial-investment
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,hana-financial-investment
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,hana-financial-investment
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,hana-financial-investment
"$50,000,000+",25.0,50000000,,hana-financial-investment
"$0 - $1,000,000",0.0,0,1000000.0,sno-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,sno-ventures
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,sno-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,sno-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,sno-ventures
"$50,000,000+",50.0,50000000,,sno-ventures
"$0 - $1,000,000",0.0,0,1000000.0,rainfall
"$1,000,000 - $3,000,000",20.0,1000000,3000000.0,rainfall
"$3,000,000 - $10,000,000",40.0,3000000,10000000.0,rainfall
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,rainfall
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,rainfall
"$50,000,000+",40.0,50000000,,rainfall
"$0 - $1,000,000",0.0,0,1000000.0,tusk-venture-partners
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,tusk-venture-partners
"$3,000,000 - $10,000,000",20.0,3000000,10000000.0,tusk-venture-partners
"$10,000,000 - $20,000,000",40.0,10000000,20000000.0,tusk-venture-partners
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,tusk-venture-partners
"$50,000,000+",40.0,50000000,,tusk-venture-partners
"$0 - $1,000,000",0.0,0,1000000.0,wndrco-ventures
"$1,000,000 - $3,000,000",11.11,1000000,3000000.0,wndrco-ventures
"$3,000,000 - $10,000,000",55.56,3000000,10000000.0,wndrco-ventures
"$10,000,000 - $20,000,000",22.22,10000000,20000000.0,wndrco-ventures
"$20,000,000 - $50,000,000",11.11,20000000,50000000.0,wndrco-ventures
"$50,000,000+",0.0,50000000,,wndrco-ventures
"$0 - $1,000,000",0.0,0,1000000.0,metagaming-guild
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,metagaming-guild
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,metagaming-guild
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,metagaming-guild
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,metagaming-guild
"$50,000,000+",0.0,50000000,,metagaming-guild
"$0 - $1,000,000",0.0,0,1000000.0,third-kind-games
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,third-kind-games
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,third-kind-games
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,third-kind-games
"$20,000,000 - $50,000,000",50.0,20000000,50000000.0,third-kind-games
"$50,000,000+",0.0,50000000,,third-kind-games
"$0 - $1,000,000",0.0,0,1000000.0,octopus-network
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,octopus-network
"$3,000,000 - $10,000,000",25.0,3000000,10000000.0,octopus-network
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,octopus-network
"$20,000,000 - $50,000,000",25.0,20000000,50000000.0,octopus-network
"$50,000,000+",0.0,50000000,,octopus-network
"$0 - $1,000,000",0.0,0,1000000.0,bank-of-ayudhya
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,bank-of-ayudhya
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,bank-of-ayudhya
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,bank-of-ayudhya
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,bank-of-ayudhya
"$50,000,000+",0.0,50000000,,bank-of-ayudhya
"$0 - $1,000,000",0.0,0,1000000.0,kasikornbank
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,kasikornbank
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,kasikornbank
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,kasikornbank
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,kasikornbank
"$50,000,000+",0.0,50000000,,kasikornbank
"$0 - $1,000,000",0.0,0,1000000.0,tk-ventures
"$1,000,000 - $3,000,000",87.5,1000000,3000000.0,tk-ventures
"$3,000,000 - $10,000,000",12.5,3000000,10000000.0,tk-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,tk-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,tk-ventures
"$50,000,000+",0.0,50000000,,tk-ventures
"$0 - $1,000,000",0.0,0,1000000.0,madrona-venture
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,madrona-venture
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,madrona-venture
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,madrona-venture
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,madrona-venture
"$50,000,000+",33.33,50000000,,madrona-venture
"$0 - $1,000,000",50.0,0,1000000.0,jubi
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,jubi
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,jubi
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,jubi
"$20,000,000 - $50,000,000",50.0,20000000,50000000.0,jubi
"$50,000,000+",0.0,50000000,,jubi
"$0 - $1,000,000",0.0,0,1000000.0,venture-collective
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,venture-collective
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,venture-collective
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,venture-collective
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,venture-collective
"$50,000,000+",0.0,50000000,,venture-collective
"$0 - $1,000,000",0.0,0,1000000.0,boyu-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,boyu-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,boyu-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,boyu-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,boyu-capital
"$50,000,000+",100.0,50000000,,boyu-capital
"$0 - $1,000,000",0.0,0,1000000.0,outlander-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,outlander-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,outlander-ventures
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,outlander-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,outlander-ventures
"$50,000,000+",0.0,50000000,,outlander-ventures
"$0 - $1,000,000",0.0,0,1000000.0,z-venture-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,z-venture-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,z-venture-capital
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,z-venture-capital
"$20,000,000 - $50,000,000",66.67,20000000,50000000.0,z-venture-capital
"$50,000,000+",0.0,50000000,,z-venture-capital
"$0 - $1,000,000",0.0,0,1000000.0,costanoa-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,costanoa-ventures
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,costanoa-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,costanoa-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,costanoa-ventures
"$50,000,000+",0.0,50000000,,costanoa-ventures
"$0 - $1,000,000",0.0,0,1000000.0,numeus
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,numeus
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,numeus
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,numeus
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,numeus
"$50,000,000+",0.0,50000000,,numeus
"$0 - $1,000,000",0.0,0,1000000.0,penny-jar-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,penny-jar-capital
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,penny-jar-capital
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,penny-jar-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,penny-jar-capital
"$50,000,000+",0.0,50000000,,penny-jar-capital
"$0 - $1,000,000",0.0,0,1000000.0,mufg
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,mufg
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,mufg
"$10,000,000 - $20,000,000",14.29,10000000,20000000.0,mufg
"$20,000,000 - $50,000,000",42.86,20000000,50000000.0,mufg
"$50,000,000+",42.86,50000000,,mufg
"$0 - $1,000,000",0.0,0,1000000.0,section-32
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,section-32
"$3,000,000 - $10,000,000",40.0,3000000,10000000.0,section-32
"$10,000,000 - $20,000,000",20.0,10000000,20000000.0,section-32
"$20,000,000 - $50,000,000",40.0,20000000,50000000.0,section-32
"$50,000,000+",0.0,50000000,,section-32
"$0 - $1,000,000",0.0,0,1000000.0,sk-telecom
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,sk-telecom
"$3,000,000 - $10,000,000",25.0,3000000,10000000.0,sk-telecom
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,sk-telecom
"$20,000,000 - $50,000,000",50.0,20000000,50000000.0,sk-telecom
"$50,000,000+",25.0,50000000,,sk-telecom
"$0 - $1,000,000",50.0,0,1000000.0,quest-venture-partners
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,quest-venture-partners
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,quest-venture-partners
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,quest-venture-partners
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,quest-venture-partners
"$50,000,000+",0.0,50000000,,quest-venture-partners
"$0 - $1,000,000",21.43,0,1000000.0,raptor-capital
"$1,000,000 - $3,000,000",35.71,1000000,3000000.0,raptor-capital
"$3,000,000 - $10,000,000",21.43,3000000,10000000.0,raptor-capital
"$10,000,000 - $20,000,000",7.14,10000000,20000000.0,raptor-capital
"$20,000,000 - $50,000,000",14.29,20000000,50000000.0,raptor-capital
"$50,000,000+",0.0,50000000,,raptor-capital
"$0 - $1,000,000",0.0,0,1000000.0,bh-digital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,bh-digital
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,bh-digital
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,bh-digital
"$20,000,000 - $50,000,000",33.33,20000000,50000000.0,bh-digital
"$50,000,000+",0.0,50000000,,bh-digital
"$0 - $1,000,000",0.0,0,1000000.0,darrow-holdings
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,darrow-holdings
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,darrow-holdings
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,darrow-holdings
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,darrow-holdings
"$50,000,000+",0.0,50000000,,darrow-holdings
"$0 - $1,000,000",0.0,0,1000000.0,atalaya-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,atalaya-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,atalaya-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,atalaya-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,atalaya-capital
"$50,000,000+",100.0,50000000,,atalaya-capital
"$0 - $1,000,000",0.0,0,1000000.0,messari
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,messari
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,messari
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,messari
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,messari
"$50,000,000+",0.0,50000000,,messari
"$0 - $1,000,000",0.0,0,1000000.0,chiliz
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,chiliz
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,chiliz
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,chiliz
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,chiliz
"$50,000,000+",100.0,50000000,,chiliz
"$0 - $1,000,000",0.0,0,1000000.0,balthazar
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,balthazar
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,balthazar
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,balthazar
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,balthazar
"$50,000,000+",0.0,50000000,,balthazar
"$0 - $1,000,000",0.0,0,1000000.0,harvard-university
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,harvard-university
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,harvard-university
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,harvard-university
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,harvard-university
"$50,000,000+",0.0,50000000,,harvard-university
"$0 - $1,000,000",50.0,0,1000000.0,yieldly
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,yieldly
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,yieldly
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,yieldly
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,yieldly
"$50,000,000+",0.0,50000000,,yieldly
"$0 - $1,000,000",0.0,0,1000000.0,built
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,built
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,built
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,built
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,built
"$50,000,000+",0.0,50000000,,built
"$0 - $1,000,000",0.0,0,1000000.0,blackstone
"$1,000,000 - $3,000,000",14.29,1000000,3000000.0,blackstone
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,blackstone
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,blackstone
"$20,000,000 - $50,000,000",14.29,20000000,50000000.0,blackstone
"$50,000,000+",71.43,50000000,,blackstone
"$0 - $1,000,000",0.0,0,1000000.0,great-point-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,great-point-ventures
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,great-point-ventures
"$10,000,000 - $20,000,000",25.0,10000000,20000000.0,great-point-ventures
"$20,000,000 - $50,000,000",25.0,20000000,50000000.0,great-point-ventures
"$50,000,000+",0.0,50000000,,great-point-ventures
"$0 - $1,000,000",0.0,0,1000000.0,precursor-ventures
"$1,000,000 - $3,000,000",40.0,1000000,3000000.0,precursor-ventures
"$3,000,000 - $10,000,000",60.0,3000000,10000000.0,precursor-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,precursor-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,precursor-ventures
"$50,000,000+",0.0,50000000,,precursor-ventures
"$0 - $1,000,000",25.0,0,1000000.0,coil
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,coil
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,coil
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,coil
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,coil
"$50,000,000+",0.0,50000000,,coil
"$0 - $1,000,000",0.0,0,1000000.0,freestyle-capital
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,freestyle-capital
"$3,000,000 - $10,000,000",75.0,3000000,10000000.0,freestyle-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,freestyle-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,freestyle-capital
"$50,000,000+",0.0,50000000,,freestyle-capital
"$0 - $1,000,000",0.0,0,1000000.0,disney-accelerator
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,disney-accelerator
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,disney-accelerator
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,disney-accelerator
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,disney-accelerator
"$50,000,000+",0.0,50000000,,disney-accelerator
"$0 - $1,000,000",0.0,0,1000000.0,rose-park-advisors
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,rose-park-advisors
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,rose-park-advisors
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,rose-park-advisors
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,rose-park-advisors
"$50,000,000+",50.0,50000000,,rose-park-advisors
"$0 - $1,000,000",25.0,0,1000000.0,cryptoj
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,cryptoj
"$3,000,000 - $10,000,000",25.0,3000000,10000000.0,cryptoj
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,cryptoj
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,cryptoj
"$50,000,000+",0.0,50000000,,cryptoj
"$0 - $1,000,000",0.0,0,1000000.0,project-a-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,project-a-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,project-a-ventures
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,project-a-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,project-a-ventures
"$50,000,000+",50.0,50000000,,project-a-ventures
"$0 - $1,000,000",33.33,0,1000000.0,k-fund
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,k-fund
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,k-fund
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,k-fund
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,k-fund
"$50,000,000+",0.0,50000000,,k-fund
"$0 - $1,000,000",0.0,0,1000000.0,qualcomm
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,qualcomm
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,qualcomm
"$10,000,000 - $20,000,000",16.67,10000000,20000000.0,qualcomm
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,qualcomm
"$50,000,000+",16.67,50000000,,qualcomm
"$0 - $1,000,000",33.33,0,1000000.0,luka-sucic
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,luka-sucic
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,luka-sucic
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,luka-sucic
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,luka-sucic
"$50,000,000+",0.0,50000000,,luka-sucic
"$0 - $1,000,000",0.0,0,1000000.0,dermot-oriordan
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,dermot-oriordan
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,dermot-oriordan
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,dermot-oriordan
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,dermot-oriordan
"$50,000,000+",0.0,50000000,,dermot-oriordan
"$0 - $1,000,000",0.0,0,1000000.0,double-top
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,double-top
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,double-top
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,double-top
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,double-top
"$50,000,000+",0.0,50000000,,double-top
"$0 - $1,000,000",0.0,0,1000000.0,talis-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,talis-capital
"$3,000,000 - $10,000,000",25.0,3000000,10000000.0,talis-capital
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,talis-capital
"$20,000,000 - $50,000,000",25.0,20000000,50000000.0,talis-capital
"$50,000,000+",0.0,50000000,,talis-capital
"$0 - $1,000,000",0.0,0,1000000.0,the-westly-group
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,the-westly-group
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,the-westly-group
"$10,000,000 - $20,000,000",25.0,10000000,20000000.0,the-westly-group
"$20,000,000 - $50,000,000",25.0,20000000,50000000.0,the-westly-group
"$50,000,000+",0.0,50000000,,the-westly-group
"$0 - $1,000,000",0.0,0,1000000.0,boathouse-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,boathouse-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,boathouse-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,boathouse-capital
"$20,000,000 - $50,000,000",100.0,20000000,50000000.0,boathouse-capital
"$50,000,000+",0.0,50000000,,boathouse-capital
"$0 - $1,000,000",0.0,0,1000000.0,core-finance
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,core-finance
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,core-finance
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,core-finance
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,core-finance
"$50,000,000+",0.0,50000000,,core-finance
"$0 - $1,000,000",10.0,0,1000000.0,path-dao
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,path-dao
"$3,000,000 - $10,000,000",90.0,3000000,10000000.0,path-dao
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,path-dao
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,path-dao
"$50,000,000+",0.0,50000000,,path-dao
"$0 - $1,000,000",0.0,0,1000000.0,cowa-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,cowa-ventures
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,cowa-ventures
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,cowa-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,cowa-ventures
"$50,000,000+",33.33,50000000,,cowa-ventures
"$0 - $1,000,000",0.0,0,1000000.0,gumi-ventures
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,gumi-ventures
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,gumi-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,gumi-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,gumi-ventures
"$50,000,000+",0.0,50000000,,gumi-ventures
"$0 - $1,000,000",0.0,0,1000000.0,b-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,b-capital
"$3,000,000 - $10,000,000",18.18,3000000,10000000.0,b-capital
"$10,000,000 - $20,000,000",18.18,10000000,20000000.0,b-capital
"$20,000,000 - $50,000,000",18.18,20000000,50000000.0,b-capital
"$50,000,000+",45.45,50000000,,b-capital
"$0 - $1,000,000",0.0,0,1000000.0,gic
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,gic
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,gic
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,gic
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,gic
"$50,000,000+",100.0,50000000,,gic
"$0 - $1,000,000",0.0,0,1000000.0,wellington-management
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,wellington-management
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,wellington-management
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,wellington-management
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,wellington-management
"$50,000,000+",100.0,50000000,,wellington-management
"$0 - $1,000,000",0.0,0,1000000.0,fis
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,fis
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,fis
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,fis
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,fis
"$50,000,000+",66.67,50000000,,fis
"$0 - $1,000,000",0.0,0,1000000.0,adams-street-partners
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,adams-street-partners
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,adams-street-partners
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,adams-street-partners
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,adams-street-partners
"$50,000,000+",100.0,50000000,,adams-street-partners
"$0 - $1,000,000",0.0,0,1000000.0,ovo-fund
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,ovo-fund
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,ovo-fund
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,ovo-fund
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,ovo-fund
"$50,000,000+",0.0,50000000,,ovo-fund
"$0 - $1,000,000",0.0,0,1000000.0,harmony
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,harmony
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,harmony
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,harmony
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,harmony
"$50,000,000+",0.0,50000000,,harmony
"$0 - $1,000,000",0.0,0,1000000.0,agya-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,agya-ventures
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,agya-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,agya-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,agya-ventures
"$50,000,000+",0.0,50000000,,agya-ventures
"$0 - $1,000,000",0.0,0,1000000.0,yellow-accelerator
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,yellow-accelerator
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,yellow-accelerator
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,yellow-accelerator
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,yellow-accelerator
"$50,000,000+",0.0,50000000,,yellow-accelerator
"$0 - $1,000,000",20.0,0,1000000.0,raydium
"$1,000,000 - $3,000,000",40.0,1000000,3000000.0,raydium
