coinKey,coinName,raise,coinImage,fund_name,fund_key,fund_image,fund_tier,fund_type,fund_category,fund_category_slug,fund_totalInvestments
goldfinch-finance,Goldfinch,11000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,Regan Bozman,regan-bozman,https://img.cryptorank.io/funds/60x60.regan_bozman1664884813942.png,,NORMAL,Angel Investor,angel-investor,11
goldfinch-finance,Goldfinch,11000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,Josh Hannah,josh-hannah,https://img.cryptorank.io/funds/60x60.josh_hannah1731415125421.png,,NORMAL,Angel Investor,angel-investor,10
goldfinch-finance,Goldfinch,11000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,Wale Ayeni,wale-ayeni,https://img.cryptorank.io/funds/60x60.wale_ayeni1665147004433.png,,NORMAL,Angel Investor,angel-investor,2
azuro,Azuro,4000000.0,https://img.cryptorank.io/coins/60x60.azuro1711637102486.png,Delphi Ventures,delphi-ventures,https://img.cryptorank.io/funds/60x60.delphi_ventures1718265261028.png,1.0,NORMAL,Venture,venture,140
azuro,Azuro,4000000.0,https://img.cryptorank.io/coins/60x60.azuro1711637102486.png,Arrington XRP Capital,arrington-xrp-capital,https://img.cryptorank.io/funds/60x60.arrington xrp capital1649324699047.png,2.0,NORMAL,Venture,venture,119
azuro,Azuro,4000000.0,https://img.cryptorank.io/coins/60x60.azuro1711637102486.png,Hypersphere Ventures,hypersphereventures,https://img.cryptorank.io/funds/60x60.hypersphere_ventures1737618413682.png,2.0,NORMAL,Venture,venture,103
azuro,Azuro,4000000.0,https://img.cryptorank.io/coins/60x60.azuro1711637102486.png,Mask Network,mask-network,https://img.cryptorank.io/funds/60x60.mask_network1663242337769.png,2.0,NORMAL,Corporation,corporate,77
azuro,Azuro,4000000.0,https://img.cryptorank.io/coins/60x60.azuro1711637102486.png,Merit Circle,merit-circle,https://img.cryptorank.io/funds/60x60.merit circle1648800876663.png,2.0,NORMAL,DAO,dao,62
azuro,Azuro,4000000.0,https://img.cryptorank.io/coins/60x60.azuro1711637102486.png,Alliance DAO,alliance-dao,https://img.cryptorank.io/funds/60x60.alliance_dao1742829923924.png,2.0,NORMAL,Incubator,incubation,61
azuro,Azuro,4000000.0,https://img.cryptorank.io/coins/60x60.azuro1711637102486.png,SevenX Ventures,7xvc,https://img.cryptorank.io/funds/60x60.seven_x_ventures1699983862047.png,3.0,NORMAL,Venture,venture,120
azuro,Azuro,4000000.0,https://img.cryptorank.io/coins/60x60.azuro1711637102486.png,Ethereal Ventures,ethereal-ventures,https://img.cryptorank.io/funds/60x60.ethereal_ventures1700054453619.png,3.0,NORMAL,Venture,venture,50
azuro,Azuro,4000000.0,https://img.cryptorank.io/coins/60x60.azuro1711637102486.png,Formless Capital,formless-capital,https://img.cryptorank.io/funds/60x60.formless_capital1658414653987.png,3.0,NORMAL,Venture,venture,35
azuro,Azuro,4000000.0,https://img.cryptorank.io/coins/60x60.azuro1711637102486.png,Gnosis,gnosis,https://img.cryptorank.io/funds/60x60.gnosis1732616225451.png,3.0,NORMAL,Corporation,corporate,28
azuro,Azuro,4000000.0,https://img.cryptorank.io/coins/60x60.azuro1711637102486.png,PathDAO,path-dao,https://img.cryptorank.io/funds/60x60.path_dao1665149258975.png,3.0,NORMAL,DAO,dao,12
azuro,Azuro,4000000.0,https://img.cryptorank.io/coins/60x60.azuro1711637102486.png,NxGen,nx-gen,https://img.cryptorank.io/funds/60x60.nx_gen1664465023139.png,4.0,NORMAL,Venture,venture,54
azuro,Azuro,4000000.0,https://img.cryptorank.io/coins/60x60.azuro1711637102486.png,Red Beard Ventures,redbeardvc,https://img.cryptorank.io/funds/60x60.red_beard_ventures1664361192749.png,4.0,NORMAL,Venture,venture,45
azuro,Azuro,4000000.0,https://img.cryptorank.io/coins/60x60.azuro1711637102486.png,Quiet Capital,quiet-capital,https://img.cryptorank.io/funds/60x60.quiet_capital1665137759812.png,4.0,NORMAL,Venture,venture,14
azuro,Azuro,4000000.0,https://img.cryptorank.io/coins/60x60.azuro1711637102486.png,OP GAMES,op-games,https://img.cryptorank.io/funds/60x60.op_games1665149105600.png,4.0,NORMAL,Corporation,corporate,1
azuro,Azuro,4000000.0,https://img.cryptorank.io/coins/60x60.azuro1711637102486.png,Victor Ji,victor-ji,https://img.cryptorank.io/funds/60x60.victor_ji1724768023110.png,,NORMAL,Angel Investor,angel-investor,6
unizen,Unizen,200000000.0,https://img.cryptorank.io/coins/60x60.unizen1704884809598.png,The Global Emerging Markets Group (GEM),the-global-emerging-markets-group,https://img.cryptorank.io/funds/60x60.the_global_emerging_markets_group1663575998330.png,3.0,LEAD,Venture,venture,14
sygnum,Sygnum,90000000.0,https://img.cryptorank.io/coins/60x60.sygnum1665149654230.png,Sun Hung Kai & Co. Limited,sun-hung-kai-and-co-limited,https://img.cryptorank.io/funds/60x60.sun_hung_kai_co_limited1665148930830.png,4.0,LEAD,Venture,venture,5
sygnum,Sygnum,90000000.0,https://img.cryptorank.io/coins/60x60.sygnum1665149654230.png,Animoca Brands,animoca-brands,https://img.cryptorank.io/funds/60x60.animoca brands1652984475172.png,2.0,NORMAL,Venture,venture,408
sygnum,Sygnum,90000000.0,https://img.cryptorank.io/coins/60x60.sygnum1665149654230.png,Wemade  ,wemade,https://img.cryptorank.io/funds/60x60.wemade1665148256297.png,3.0,NORMAL,Corporation,corporate,13
sygnum,Sygnum,90000000.0,https://img.cryptorank.io/coins/60x60.sygnum1665149654230.png,SBI Digital Asset Holdings,sbi-digital-asset-holdings,https://img.cryptorank.io/funds/60x60.sbi_digital_asset_holdings1663340499376.png,3.0,NORMAL,Corporation,corporate,10
sygnum,Sygnum,90000000.0,https://img.cryptorank.io/coins/60x60.sygnum1665149654230.png,Meta Investments,meta-investments,https://img.cryptorank.io/funds/60x60.meta_investments1665148591686.png,4.0,NORMAL,Venture,venture,1
sygnum,Sygnum,90000000.0,https://img.cryptorank.io/coins/60x60.sygnum1665149654230.png,SCB 10X,scb-10x,https://img.cryptorank.io/funds/60x60.scb_10_x1665149322148.png,5.0,NORMAL,Corporation,corporate,18
serum,Serum,75000000.0,https://img.cryptorank.io/coins/60x60.serum1596726490796.png,Tiger Global Management,tiger-global-management,https://img.cryptorank.io/funds/60x60.tiger_global_management1657715555653.png,2.0,LEAD,Venture,venture,72
serum,Serum,75000000.0,https://img.cryptorank.io/coins/60x60.serum1596726490796.png,Commonwealth Asset Management,commonwealth-asset-management,https://img.cryptorank.io/funds/60x60.commonwealth_asset_management1663579250267.png,4.0,NORMAL,Venture,venture,6
serum,Serum,75000000.0,https://img.cryptorank.io/coins/60x60.serum1596726490796.png,Tagus Capital,tagus-capital,https://img.cryptorank.io/funds/60x60.tagus_capital1665150386118.png,5.0,NORMAL,Venture,venture,5
raccoon-network,Raccoon Network,1000000.0,https://img.cryptorank.io/coins/60x60.raccoon_network1665152905856.png,Freedom Protocol,freedom-protocol,https://img.cryptorank.io/funds/60x60.freedom_protocol1665152593282.png,5.0,LEAD,Corporation,corporate,1
stella-fantasy,Stella Fantasy,5000000.0,https://img.cryptorank.io/coins/60x60.stella_fantasy1665153118124.png,Animoca Brands,animoca-brands,https://img.cryptorank.io/funds/60x60.animoca brands1652984475172.png,2.0,LEAD,Venture,venture,408
stella-fantasy,Stella Fantasy,5000000.0,https://img.cryptorank.io/coins/60x60.stella_fantasy1665153118124.png,Planetarium,planetarium,https://img.cryptorank.io/funds/60x60.planetarium1664890794478.png,4.0,LEAD,Corporation,corporate,12
stella-fantasy,Stella Fantasy,5000000.0,https://img.cryptorank.io/coins/60x60.stella_fantasy1665153118124.png,DeFiance Capital,de-fiance-capital,https://img.cryptorank.io/funds/60x60.defiance capital1648485672960.png,2.0,NORMAL,Venture,venture,84
stella-fantasy,Stella Fantasy,5000000.0,https://img.cryptorank.io/coins/60x60.stella_fantasy1665153118124.png,Double Peak ,double-peak,https://img.cryptorank.io/funds/60x60.double peak 1649953024556.png,2.0,NORMAL,Venture,venture,73
stella-fantasy,Stella Fantasy,5000000.0,https://img.cryptorank.io/coins/60x60.stella_fantasy1665153118124.png,DWeb3 Capital,dweb3-capital,https://img.cryptorank.io/funds/60x60.dweb3 capital1652284501611.png,3.0,NORMAL,Venture,venture,54
stella-fantasy,Stella Fantasy,5000000.0,https://img.cryptorank.io/coins/60x60.stella_fantasy1665153118124.png,Play Ventures,play-ventures,https://img.cryptorank.io/funds/60x60.play_ventures1658222238699.png,3.0,NORMAL,Venture,venture,37
stella-fantasy,Stella Fantasy,5000000.0,https://img.cryptorank.io/coins/60x60.stella_fantasy1665153118124.png,GuildFi,guildfi,https://img.cryptorank.io/funds/60x60.guild_fi1664211112327.png,3.0,NORMAL,Guild,guild,23
stella-fantasy,Stella Fantasy,5000000.0,https://img.cryptorank.io/coins/60x60.stella_fantasy1665153118124.png,PathDAO,path-dao,https://img.cryptorank.io/funds/60x60.path_dao1665149258975.png,3.0,NORMAL,DAO,dao,12
stella-fantasy,Stella Fantasy,5000000.0,https://img.cryptorank.io/coins/60x60.stella_fantasy1665153118124.png,Avocado DAO,avocado-dao-fund,https://img.cryptorank.io/funds/60x60.avocado_dao1664451692669.png,4.0,NORMAL,DAO,dao,27
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,Andreessen Horowitz (a16z),andreessen-horowitz,https://img.cryptorank.io/funds/60x60.andreessen horowitz (a16z)1648484432797.png,1.0,LEAD,Venture,venture,236
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,Coinbase Ventures,coinbase-ventures,https://img.cryptorank.io/funds/60x60.coinbase ventures1648494875227.png,1.0,NORMAL,Venture,venture,407
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,Balaji Srinivasan,balaji-srinivasan,https://img.cryptorank.io/funds/60x60.balaji_srinivasan1666791966754.png,1.0,NORMAL,Angel Investor,angel-investor,149
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,Multicoin Capital,multicoin-capital,https://img.cryptorank.io/funds/60x60.multicoin_capital1675419937276.png,1.0,NORMAL,Venture,venture,144
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,Ribbit Capital,ribbit-capital,https://img.cryptorank.io/funds/60x60.ribbit_capital1658134061665.png,2.0,NORMAL,Venture,venture,64
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,1confirmation,1-confirmation,https://img.cryptorank.io/funds/60x60.1confirmation1648545497207.png,2.0,NORMAL,Venture,venture,37
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,Standard Crypto,standard-crypto,https://img.cryptorank.io/funds/60x60.standard_crypto1658135937193.png,2.0,NORMAL,Venture,venture,27
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,a_capital,a-capital,https://img.cryptorank.io/funds/60x60.a_capital1657786232887.png,3.0,NORMAL,Venture,venture,54
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,Archetype Ventures,archetype-ventures,https://img.cryptorank.io/funds/60x60.archetype_ventures1663232106021.png,3.0,NORMAL,Venture,venture,46
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,Volt Capital,volt-capital,https://img.cryptorank.io/funds/60x60.volt_capital1661968589302.png,3.0,NORMAL,Venture,venture,45
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,Chapter One,chapter-one,https://img.cryptorank.io/funds/60x60.chapter_one1662454269638.png,3.0,NORMAL,Venture,venture,41
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,Scalar Capital,scalar-capital,https://img.cryptorank.io/funds/60x60.scalar_capital1654680994681.png,3.0,NORMAL,Venture,venture,35
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,Canonical Crypto,canonical-crypto,https://img.cryptorank.io/funds/60x60.canonical_crypto1742819744303.png,3.0,NORMAL,Venture,venture,21
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,First Round Capital,first-round-capital,https://img.cryptorank.io/funds/60x60.first_round_capital1665137640238.png,3.0,NORMAL,Venture,venture,15
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,Floodgate,floodgate,https://img.cryptorank.io/funds/60x60.floodgate1665157482727.png,4.0,NORMAL,Venture,venture,11
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,Mischief,mischief,https://img.cryptorank.io/funds/60x60.mischief1665156894934.png,4.0,NORMAL,Venture,venture,9
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,Offline Ventures,offline-ventures,https://img.cryptorank.io/funds/60x60.offline_ventures1664286209983.png,4.0,NORMAL,Venture,venture,8
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,Haystack,haystack,https://img.cryptorank.io/funds/60x60.haystack1665157147928.png,4.0,NORMAL,Venture,venture,3
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,Ansa Capital,ansacapital,https://img.cryptorank.io/funds/60x60.ansa_capital1665157719126.png,4.0,NORMAL,Venture,venture,1
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,Todd & Rahul's Angel Fund,todd-and-rahuls-angel-fund,https://img.cryptorank.io/funds/60x60.todd_rahuls_angel_fund1664274149663.png,5.0,NORMAL,Venture,venture,2
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,Elad Gil,elad-gil,https://img.cryptorank.io/funds/60x60.elad_gil1685634617283.png,,NORMAL,Angel Investor,angel-investor,24
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,Punk6529,punk6529,https://img.cryptorank.io/funds/60x60.punk_65291663255850710.png,,NORMAL,Angel Investor,angel-investor,6
farcaster,Farcaster,30000000.0,https://img.cryptorank.io/coins/60x60.farcaster1665155443308.png,Raymond Tonsing,raymond-tonsing,https://img.cryptorank.io/funds/60x60.raymond_tonsing1664551784919.png,,NORMAL,Angel Investor,angel-investor,3
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Cowa Ventures,cowa-ventures,https://img.cryptorank.io/funds/60x60.cowa_ventures1669292033091.png,3.0,NORMAL,Corporation,corporate,3
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Stake Capital Group,stakecapital,https://img.cryptorank.io/funds/60x60.stake_capital_group1664795380288.png,4.0,NORMAL,Venture,venture,27
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Kima Ventures,kima-ventures,https://img.cryptorank.io/funds/60x60.kima_ventures1663765763255.png,4.0,NORMAL,Venture,venture,25
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Monoceros,monoceros,https://img.cryptorank.io/funds/60x60.monoceros1665156206211.png,4.0,NORMAL,Venture,venture,8
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Blue Wire Capital,blue-wire-capital,https://img.cryptorank.io/funds/60x60.blue_wire_capital1665156428368.png,4.0,NORMAL,Venture,venture,3
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,OWL Ventures,owlventures,https://img.cryptorank.io/funds/60x60.owl_ventures1664801572744.png,5.0,NORMAL,Venture,venture,13
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Sebastien Borget,sebastien-borget,https://img.cryptorank.io/funds/60x60.sebastien_borget1684920351192.png,,NORMAL,Angel Investor,angel-investor,52
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,gmoney,gmoney,https://img.cryptorank.io/funds/60x60.gmoney1684920233426.png,,NORMAL,Angel Investor,angel-investor,39
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Julien Bouteloup,julien-bouteloup,https://img.cryptorank.io/funds/60x60.julien_bouteloup1664796028168.png,,NORMAL,Angel Investor,angel-investor,19
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Adrien Montfort,adrien-montfort,https://img.cryptorank.io/funds/60x60.adrien_montfort1665156598252.png,,NORMAL,Angel Investor,angel-investor,2
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Barthelemy Kiss,barthelemy-kiss,https://img.cryptorank.io/funds/60x60.barthelemy_kiss1665158361910.png,,NORMAL,Angel Investor,angel-investor,2
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Josef Bovet,josef-bovet,https://img.cryptorank.io/funds/60x60.josef_bovet1665157534178.png,,NORMAL,Angel Investor,angel-investor,2
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Michael Amar,michael-amar,https://img.cryptorank.io/funds/60x60.michael_amar1665157305268.png,,NORMAL,Angel Investor,angel-investor,2
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Samir Agili,samir-el-agili,https://img.cryptorank.io/funds/60x60.samir_el_agili1665157082298.png,,NORMAL,Angel Investor,angel-investor,2
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Scott Gordon,scott-gordon,https://img.cryptorank.io/funds/60x60.scott_gordon1665158004372.png,,NORMAL,Angel Investor,angel-investor,2
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Alexandre Ichai,alexandre-ichai,https://img.cryptorank.io/funds/60x60.alexandre_ichai1665156934256.png,,NORMAL,Angel Investor,angel-investor,1
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Cyril Hanouna,cyril-hanouna,https://img.cryptorank.io/funds/60x60.cyril_hanouna1665157258235.png,,NORMAL,Angel Investor,angel-investor,1
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Gilad Engel,gilad-engel,https://img.cryptorank.io/funds/60x60.gilad_engel1665158280289.png,,NORMAL,Angel Investor,angel-investor,1
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Guillaume Lestrade,guillaume-lestrade,https://img.cryptorank.io/funds/60x60.guillaume_lestrade1665156675331.png,,NORMAL,Angel Investor,angel-investor,1
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Guillaume Sztejnberg,guillaume-sztejnberg,https://img.cryptorank.io/funds/60x60.guillaume_sztejnberg1665157385842.png,,NORMAL,Angel Investor,angel-investor,1
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Jeremy Bendayan,jeremy-bendayan,https://img.cryptorank.io/funds/60x60.jeremy_bendayan1665156041059.png,,NORMAL,Angel Investor,angel-investor,1
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Marjorie Fourcade,marjorie-fourcade,https://img.cryptorank.io/funds/60x60.marjorie_fourcade1665158163622.png,,NORMAL,Angel Investor,angel-investor,1
rlty,RLTY,4230000.0,https://img.cryptorank.io/coins/60x60.rlty1665155289337.png,Michael Bouhanna,michael-bouhanna,https://img.cryptorank.io/funds/60x60.michael_bouhanna1665158524617.png,,NORMAL,Angel Investor,angel-investor,1
