coinKey,coinName,raise,coinImage,fund_name,fund_key,fund_image,fund_tier,fund_type,fund_category,fund_category_slug,fund_totalInvestments
peggyart,Peggy,6000000.0,https://img.cryptorank.io/coins/60x60.peggy1665139717373.png,Real Ventures,realventures,https://img.cryptorank.io/funds/60x60.real_ventures1665140906031.png,4.0,NORMAL,Venture,venture,3
peggyart,Peggy,6000000.0,https://img.cryptorank.io/coins/60x60.peggy1665139717373.png,Tinie Tempah,tinie-tempah,https://img.cryptorank.io/funds/60x60.tinie_tempah1665141077433.png,,NORMAL,Angel Investor,angel-investor,1
compendium-fi,Compendium.Fi,2500000.0,https://img.cryptorank.io/coins/60x60.compendium.fi1642490414122.png,PetRock Capital,pet-rock-capital,https://img.cryptorank.io/funds/60x60.pet_rock_capital1719588781171.png,2.0,LEAD,Venture,venture,35
compendium-fi,Compendium.Fi,2500000.0,https://img.cryptorank.io/coins/60x60.compendium.fi1642490414122.png,Axia8 Ventures,axia8-ventures,https://img.cryptorank.io/funds/60x60.axia_8_ventures1658920473198.png,3.0,LEAD,Venture,venture,30
compendium-fi,Compendium.Fi,2500000.0,https://img.cryptorank.io/coins/60x60.compendium.fi1642490414122.png,Krypital Group,krypital-group,https://img.cryptorank.io/funds/60x60.krypital_group1658406027379.png,3.0,NORMAL,Venture,venture,31
compendium-fi,Compendium.Fi,2500000.0,https://img.cryptorank.io/coins/60x60.compendium.fi1642490414122.png,Solar Eco Fund,solarecofund,https://img.cryptorank.io/funds/60x60.solar eco fund1652282756857.png,3.0,NORMAL,Venture,venture,24
compendium-fi,Compendium.Fi,2500000.0,https://img.cryptorank.io/coins/60x60.compendium.fi1642490414122.png,Solanium Ventures,solanium-ventures,https://img.cryptorank.io/funds/60x60.solanium_ventures1665138920792.png,4.0,NORMAL,Venture,venture,10
compendium-fi,Compendium.Fi,2500000.0,https://img.cryptorank.io/coins/60x60.compendium.fi1642490414122.png,Red Building Capital,red-building-capital,https://img.cryptorank.io/funds/60x60.red_building_capital1665137696488.png,4.0,NORMAL,Venture,venture,8
compendium-fi,Compendium.Fi,2500000.0,https://img.cryptorank.io/coins/60x60.compendium.fi1642490414122.png,Graviton Fund,graviton-fund,https://img.cryptorank.io/funds/60x60.graviton_fund1665138606556.png,4.0,NORMAL,Venture,venture,2
compendium-fi,Compendium.Fi,2500000.0,https://img.cryptorank.io/coins/60x60.compendium.fi1642490414122.png,Satori Research,satori-research,https://img.cryptorank.io/funds/60x60.satori_research1665139173796.png,4.0,NORMAL,Corporation,corporate,2
compendium-fi,Compendium.Fi,2500000.0,https://img.cryptorank.io/coins/60x60.compendium.fi1642490414122.png,Zoomer Fund,zoomer-fund,https://img.cryptorank.io/funds/60x60.zoomer_fund1665138277383.png,4.0,NORMAL,Venture,venture,2
compendium-fi,Compendium.Fi,2500000.0,https://img.cryptorank.io/coins/60x60.compendium.fi1642490414122.png,Renaissance Research Ventures,renaissance-research-ventures,https://img.cryptorank.io/funds/60x60.renaissance_research_ventures1665140340284.png,4.0,NORMAL,Venture,venture,1
compendium-fi,Compendium.Fi,2500000.0,https://img.cryptorank.io/coins/60x60.compendium.fi1642490414122.png,StrangeQuark Ventures,strange-quark-ventures,https://img.cryptorank.io/funds/60x60.strange_quark_ventures1665139752625.png,4.0,NORMAL,Venture,venture,1
compendium-fi,Compendium.Fi,2500000.0,https://img.cryptorank.io/coins/60x60.compendium.fi1642490414122.png,TokenInsight,token-insight,https://img.cryptorank.io/funds/60x60.token_insight1664960399505.png,,NORMAL,Corporation,corporate,6
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Balaji Srinivasan,balaji-srinivasan,https://img.cryptorank.io/funds/60x60.balaji_srinivasan1666791966754.png,1.0,NORMAL,Angel Investor,angel-investor,149
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Sandeep Nailwal,sandeep-nailwal,https://img.cryptorank.io/funds/60x60.sandeep_nailwal1684920130244.png,1.0,NORMAL,Angel Investor,angel-investor,129
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Raj Gokal,raj-gokal,https://img.cryptorank.io/funds/60x60.raj_gokal1689760915140.png,1.0,NORMAL,Angel Investor,angel-investor,25
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,iSeed,iseedvc,https://img.cryptorank.io/funds/60x60.i_seed1665145223766.png,4.0,NORMAL,Venture,venture,8
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Nexus Venture Partners,nexusvp,https://img.cryptorank.io/funds/60x60.nexus_venture_partners1665144219181.png,4.0,NORMAL,Venture,venture,6
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Better Ventures,bettervc,https://img.cryptorank.io/funds/60x60.better_ventures1665144390544.png,4.0,NORMAL,Venture,venture,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Gokul Rajaram,gokul-rajaram,https://img.cryptorank.io/funds/60x60.gokul_rajaram1684921009806.png,,NORMAL,Angel Investor,angel-investor,18
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Harsh Rajat,harsh-rajat,https://img.cryptorank.io/funds/60x60.harsh_rajat1663596451916.png,,NORMAL,Angel Investor,angel-investor,9
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Kunal Shah,kunal-shah,https://img.cryptorank.io/funds/60x60.kunal_shah1664294127389.png,,NORMAL,Angel Investor,angel-investor,7
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Rahul Dalmia,rahuldlm,https://img.cryptorank.io/funds/60x60.rahul_dalmia1665152851714.png,,NORMAL,Angel Investor,angel-investor,7
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Arjun Sethi,arjunsethi,https://img.cryptorank.io/funds/60x60.arjun_sethi1665146114471.png,,NORMAL,Angel Investor,angel-investor,5
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Sumit Gupta,smtgpt,https://img.cryptorank.io/funds/60x60.sumit_gupta1665146735676.png,,NORMAL,Angel Investor,angel-investor,5
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Maninder Gulati,maninderg13,https://img.cryptorank.io/funds/60x60.maninder_gulati1665146493298.png,,NORMAL,Angel Investor,angel-investor,3
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Sanat Rao,sanat-rao,https://img.cryptorank.io/funds/60x60.sanat_rao1665148624702.png,,NORMAL,Angel Investor,angel-investor,3
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Suhas Motwani,suhas-motwani,https://img.cryptorank.io/funds/60x60.suhas_motwani1665148919539.png,,NORMAL,Angel Investor,angel-investor,3
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Aakash Kumar,aakash-kumar,https://img.cryptorank.io/funds/60x60.aakash_kumar1665146404089.png,,NORMAL,Angel Investor,angel-investor,2
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Kunal Bahl,kunal-bahl,https://img.cryptorank.io/funds/60x60.kunal_bahl1665145884459.png,,NORMAL,Angel Investor,angel-investor,2
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Nakul Gupta,nakul-gupta,https://img.cryptorank.io/funds/60x60.nakul_gupta1665151104887.png,,NORMAL,Angel Investor,angel-investor,2
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Peter Hoang,peterhoangski,https://img.cryptorank.io/funds/60x60.peter_hoang1665152594067.png,,NORMAL,Angel Investor,angel-investor,2
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Rahul Rai,rahul-rai,https://img.cryptorank.io/funds/60x60.rahul_rai1665148384488.png,,NORMAL,Angel Investor,angel-investor,2
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Rohit Bansal,rohit-bansal,https://img.cryptorank.io/funds/60x60.rohit_bansal1665145961291.png,,NORMAL,Angel Investor,angel-investor,2
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Scott Fitsimones,scottfits,https://img.cryptorank.io/funds/60x60.scott_fitsimones1665151571697.png,,NORMAL,Angel Investor,angel-investor,2
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Tracheopteryx,tracheopteryx,https://img.cryptorank.io/funds/60x60.tracheopteryx1665146304191.png,,NORMAL,Angel Investor,angel-investor,2
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Vaibhav Vardhan,vardhanvaibhav,https://img.cryptorank.io/funds/60x60.vaibhav_vardhan1665151023463.png,,NORMAL,Angel Investor,angel-investor,2
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Abhishek Patil,abhishekpatiil,https://img.cryptorank.io/funds/60x60.abhishek_patil1665151449293.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Alexander Erikstrup,aerikstrup,https://img.cryptorank.io/funds/60x60.alexander_erikstrup1665146190344.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Amiya Pathak,amiya-pathak,https://img.cryptorank.io/funds/60x60.amiya_pathak1665152709410.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Anil Advani,advani-anil,https://img.cryptorank.io/funds/60x60.anil_advani1665154044714.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Ankur Warikoo,awarikoo,https://img.cryptorank.io/funds/60x60.ankur_warikoo1665151266305.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Ashray Iyengar,ashrayIyengar,https://img.cryptorank.io/funds/60x60.ashray_iyengar1665152460760.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Dean Carlson,dean-carlson,https://img.cryptorank.io/funds/60x60.dean_carlson1665146919513.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Giridhar Malpani,giridhar-malpani,https://img.cryptorank.io/funds/60x60.giridhar_malpani1665152658573.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Jithendra Vepa,jithendra-vepa,https://img.cryptorank.io/funds/60x60.jithendra_vepa1665153991454.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Lukas Vogel,lukas-vogel,https://img.cryptorank.io/funds/60x60.lukas_vogel1665151227541.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Manish Agarwal,manish-agarwal,https://img.cryptorank.io/funds/60x60.manish_agarwal1665146877772.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Mriganka Pattnaik,mrigankpattnaik,https://img.cryptorank.io/funds/60x60.mriganka_pattnaik1665154144562.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Mukul Chaware,mukul-chaware,https://img.cryptorank.io/funds/60x60.mukul_chaware1665154242859.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Narendra Rathi,narendra-rathi,https://img.cryptorank.io/funds/60x60.narendra_rathi1665147017933.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Neeraj Khandelwal,nrjkhandelwal,https://img.cryptorank.io/funds/60x60.neeraj_khandelwal1665146808885.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Piyush Jain,piyush-jain,https://img.cryptorank.io/funds/60x60.piyush_jain1665152764527.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Puneet Kumar,puneetiitm,https://img.cryptorank.io/funds/60x60.puneet_kumar1665148835489.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Rohan Vijay,rohan-vijay,https://img.cryptorank.io/funds/60x60.rohan_vijay1665154193659.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Shiva Singh Sangwan,shivassangwan,https://img.cryptorank.io/funds/60x60.shiva_singh_sangwan1665151169388.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Simon Doherty,simoncd2,https://img.cryptorank.io/funds/60x60.simon_doherty1665146042381.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Suryansh Kumar,suryansh-kumar,https://img.cryptorank.io/funds/60x60.suryansh_kumar1665152543610.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Swapnil Jain,swapnil-jain,https://img.cryptorank.io/funds/60x60.swapnil_jain1665152173294.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Udayan Walvekar,udayan-walvekar,https://img.cryptorank.io/funds/60x60.udayan_walvekar1665151509837.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Varun Khurana,varun-khurana,https://img.cryptorank.io/funds/60x60.varun_khurana1665147121606.png,,NORMAL,Angel Investor,angel-investor,1
daolens,DaoLens,5000000.0,https://img.cryptorank.io/coins/60x60.dao_lens1665143447376.png,Vishal Gupta,vishal-gupta,https://img.cryptorank.io/funds/60x60.vishal_gupta1665147082897.png,,NORMAL,Angel Investor,angel-investor,1
goldfinch-finance,Goldfinch,25000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,Andreessen Horowitz (a16z),andreessen-horowitz,https://img.cryptorank.io/funds/60x60.andreessen horowitz (a16z)1648484432797.png,1.0,LEAD,Venture,venture,236
goldfinch-finance,Goldfinch,25000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,OrangeDAO,orangedao,https://img.cryptorank.io/funds/60x60.orange_dao1658319055390.png,3.0,NORMAL,DAO,dao,57
goldfinch-finance,Goldfinch,25000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,Strobe (Prev. BlockTower Capital),strobe-ventures,https://img.cryptorank.io/funds/60x60.strobe_prev_blocktower_capital1742911103973.png,3.0,NORMAL,Venture,venture,43
goldfinch-finance,Goldfinch,25000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,Kingsway Capital,kingsway-capital,https://img.cryptorank.io/funds/60x60.kingsway_capital1658318628355.png,3.0,NORMAL,Venture,venture,42
goldfinch-finance,Goldfinch,25000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,Stratos Technologies,stratos-technologies,https://img.cryptorank.io/funds/60x60.stratos_technologies1662490469204.png,3.0,NORMAL,Venture,venture,19
goldfinch-finance,Goldfinch,25000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,Jinglan Wang,jinglan-wang,https://img.cryptorank.io/funds/60x60.jinglan_wang1689610641955.png,3.0,NORMAL,Angel Investor,angel-investor,6
goldfinch-finance,Goldfinch,25000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,Kindred Ventures,kindred-ventures,https://img.cryptorank.io/funds/60x60.kindred_ventures1663834606208.png,4.0,NORMAL,Venture,venture,25
goldfinch-finance,Goldfinch,25000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,MSA Capital,msa-capital,https://img.cryptorank.io/funds/60x60.msa_capital1665144574355.png,5.0,NORMAL,Venture,venture,8
goldfinch-finance,Goldfinch,25000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,Helicap,helicap,https://img.cryptorank.io/funds/60x60.helicap1665143941563.png,5.0,NORMAL,Venture,venture,1
goldfinch-finance,Goldfinch,25000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,Bill Ackman,bill-ackman,https://img.cryptorank.io/funds/60x60.bill_ackman1665143421576.png,,NORMAL,Angel Investor,angel-investor,3
linera,Linera,6000000.0,https://img.cryptorank.io/coins/60x60.linera1665145292323.png,Andreessen Horowitz (a16z),andreessen-horowitz,https://img.cryptorank.io/funds/60x60.andreessen horowitz (a16z)1648484432797.png,1.0,LEAD,Venture,venture,236
linera,Linera,6000000.0,https://img.cryptorank.io/coins/60x60.linera1665145292323.png,Tribe Capital,tribecapital,https://img.cryptorank.io/funds/60x60.tribe capital1653657912700.png,2.0,NORMAL,Venture,venture,61
linera,Linera,6000000.0,https://img.cryptorank.io/coins/60x60.linera1665145292323.png,Kima Ventures,kima-ventures,https://img.cryptorank.io/funds/60x60.kima_ventures1663765763255.png,4.0,NORMAL,Venture,venture,25
linera,Linera,6000000.0,https://img.cryptorank.io/coins/60x60.linera1665145292323.png,Cygni Capital,cygni-capital,https://img.cryptorank.io/funds/60x60.cygni_capital1664962435373.png,4.0,NORMAL,Venture,venture,9
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,Eurazeo,eurazeo,https://img.cryptorank.io/funds/60x60.eurazeo1665146616163.png,4.0,LEAD,Venture,venture,7
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,Aglaé Ventures,aglae-ventures,https://img.cryptorank.io/funds/60x60.aglae_ventures1665146726524.png,4.0,LEAD,Venture,venture,6
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,Coinbase Ventures,coinbase-ventures,https://img.cryptorank.io/funds/60x60.coinbase ventures1648494875227.png,1.0,NORMAL,Venture,venture,407
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,Delphi Ventures,delphi-ventures,https://img.cryptorank.io/funds/60x60.delphi_ventures1718265261028.png,1.0,NORMAL,Venture,venture,140
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,Sfermion,sfermion,https://img.cryptorank.io/funds/60x60.sfermion1653660022577.png,2.0,NORMAL,Venture,venture,94
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,Fabric Ventures,fabric-ventures,https://img.cryptorank.io/funds/60x60.fabric_ventures1724223679552.png,2.0,NORMAL,Venture,venture,74
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,PetRock Capital,pet-rock-capital,https://img.cryptorank.io/funds/60x60.pet_rock_capital1719588781171.png,2.0,NORMAL,Venture,venture,35
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,Impossible Finance,impossible-finance,https://img.cryptorank.io/funds/60x60.impossible_finance1663243846576.png,2.0,NORMAL,Corporation,corporate,20
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,NGC Ventures,ngc-ventures,https://img.cryptorank.io/funds/60x60.ngc ventures1648569841497.png,3.0,NORMAL,Venture,venture,238
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,Lemniscap,lemniscap,https://img.cryptorank.io/funds/60x60.lemniscap1652176680463.png,3.0,NORMAL,Venture,venture,111
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,LedgerPrime,ledger-prime,https://img.cryptorank.io/funds/60x60.ledgerprime1648568986502.png,3.0,NORMAL,Hedge Fund,hedge,59
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,Marc Bhargava,marc-bhargava,https://img.cryptorank.io/funds/60x60.marc_bhargava1684920913548.png,3.0,NORMAL,Angel Investor,angel-investor,18
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,Speedinvest,speedinvest,https://img.cryptorank.io/funds/60x60.speedinvest1664191642770.png,4.0,NORMAL,Venture,venture,24
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,Bpifrance,bpifrance,https://img.cryptorank.io/funds/60x60.bpifrance1665146964664.png,4.0,NORMAL,Corporation,corporate,17
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,ISAI,isai,https://img.cryptorank.io/funds/60x60.isai1665146848718.png,4.0,NORMAL,Venture,venture,6
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,FEBE Ventures,febe-ventures,https://img.cryptorank.io/funds/60x60.febe_ventures1663594514575.png,4.0,NORMAL,Venture,venture,3
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,Sebastien Borget,sebastien-borget,https://img.cryptorank.io/funds/60x60.sebastien_borget1684920351192.png,,NORMAL,Angel Investor,angel-investor,52
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,Meltem Demirors,meltem-demirors,https://img.cryptorank.io/funds/60x60.meltem_demirors1685955387490.png,,NORMAL,Angel Investor,angel-investor,40
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,Nicolas Julia,nicolas-julia,https://img.cryptorank.io/funds/60x60.nicolas_julia1665147185801.png,,NORMAL,Angel Investor,angel-investor,8
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,Alexis Bonte,alexisbonte,https://img.cryptorank.io/funds/60x60.alexis_bonte1664810225011.png,,NORMAL,Angel Investor,angel-investor,5
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,Ben Chemla,ben-chemla,https://img.cryptorank.io/funds/60x60.ben_chemla1665147373170.png,,NORMAL,Angel Investor,angel-investor,2
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,Alexandre Prot,alexandre-prot,https://img.cryptorank.io/funds/60x60.alexandre_prot1665147291707.png,,NORMAL,Angel Investor,angel-investor,1
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,Gautham Radhakrishnan,gautham-radhakrishnan,https://img.cryptorank.io/funds/60x60.gautham_radhakrishnan1665147620448.png,,NORMAL,Angel Investor,angel-investor,1
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,Kaushik Chakravarti,kaushik-chakravarti,https://img.cryptorank.io/funds/60x60.kaushik_chakravarti1665147966019.png,,NORMAL,Angel Investor,angel-investor,1
flowdesk,Flowdesk,30000000.0,https://img.cryptorank.io/coins/60x60.flowdesk1665146392473.png,Sam Wisnia,sam-wisnia,https://img.cryptorank.io/funds/60x60.sam_wisnia1665147754568.png,,NORMAL,Angel Investor,angel-investor,1
goldfinch-finance,Goldfinch,11000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,Andreessen Horowitz (a16z),andreessen-horowitz,https://img.cryptorank.io/funds/60x60.andreessen horowitz (a16z)1648484432797.png,1.0,LEAD,Venture,venture,236
goldfinch-finance,Goldfinch,11000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,Balaji Srinivasan,balaji-srinivasan,https://img.cryptorank.io/funds/60x60.balaji_srinivasan1666791966754.png,1.0,NORMAL,Angel Investor,angel-investor,149
goldfinch-finance,Goldfinch,11000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,Divergence Ventures,divergence-ventures,https://img.cryptorank.io/funds/60x60.divergence ventures1648568499653.png,2.0,NORMAL,Venture,venture,53
goldfinch-finance,Goldfinch,11000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,SV Angel,sv-angel,https://img.cryptorank.io/funds/60x60.sv_angel1658825671796.png,3.0,NORMAL,Venture,venture,56
goldfinch-finance,Goldfinch,11000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,a_capital,a-capital,https://img.cryptorank.io/funds/60x60.a_capital1657786232887.png,3.0,NORMAL,Venture,venture,54
goldfinch-finance,Goldfinch,11000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,Ryan Selkis,ryan-selkis,https://img.cryptorank.io/funds/60x60.ryan_selkis1684920861982.png,3.0,NORMAL,Angel Investor,angel-investor,38
goldfinch-finance,Goldfinch,11000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,DeFi Alliance,defi-alliance,https://img.cryptorank.io/funds/60x60.de_fi_alliance1664878268334.png,4.0,NORMAL,Venture,venture,55
goldfinch-finance,Goldfinch,11000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,Mercy Corps Ventures,mercy-corps-ventures,https://img.cryptorank.io/funds/60x60.mercy_corps_ventures1665145576494.png,4.0,NORMAL,Corporation,corporate,7
goldfinch-finance,Goldfinch,11000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,Access Ventures,access-ventures,https://img.cryptorank.io/funds/60x60.access_ventures1665145906922.png,4.0,NORMAL,Venture,venture,5
goldfinch-finance,Goldfinch,11000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,Draft Ventures,draft-ventures,https://img.cryptorank.io/funds/60x60.draft_ventures1665146503495.png,4.0,NORMAL,Venture,venture,5
goldfinch-finance,Goldfinch,11000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,Jason Choi,jasonchoi,https://img.cryptorank.io/funds/60x60.jason_choi1678783916465.png,,NORMAL,Angel Investor,angel-investor,18
goldfinch-finance,Goldfinch,11000000.0,https://img.cryptorank.io/coins/60x60.goldfinch1720005587771.png,Viktor Bunin,viktor-bunin,https://img.cryptorank.io/funds/60x60.viktor_bunin1724745548745.png,,NORMAL,Angel Investor,angel-investor,13
