fund_slug,country,count
plutodigitalassets,Canada,1
plutodigitalassets,Indonesia,1
the-graph,United States,2
the-graph,Argentina,1
the-graph,Canada,1
the-graph,Poland,1
gumi-inc,Singapore,1
gamestarter,United States,1
gamestarter,Vietnam,1
loopring,Canada,1
loopring,Singapore,1
nftb,Finland,1
nftb,United States,1
babylons,United States,1
illuvium,United States,1
illuvium,Vietnam,1
citadel-one,United States,2
krause-house,United States,2
lancer-capital,Singapore,3
lancer-capital,United States,3
lancer-capital,China,2
lancer-capital,United Kingdom,2
lancer-capital,Canada,1
lancer-capital,Hong Kong,1
ignite,United States,3
ignite,Romania,1
korelya-capital,France,1
korelya-capital,Netherlands,1
korelya-capital,United Kingdom,1
abrdn,United Kingdom,1
vgames,Israel,2
vgames,United States,1
equilibrium,Finland,2
equilibrium,Switzerland,1
dbs-bank,Singapore,1
shinhan-asset-management,South Korea,4
shinhan-asset-management,Singapore,1
octopus-ventures,United Kingdom,11
octopus-ventures,Sweden,1
octopus-ventures,United States,1
avaxavatar,United States,4
avaxavatar,Singapore,3
avaxavatar,Hong Kong,2
avaxavatar,France,1
avaxavatar,United Kingdom,1
avaxavatar,Vietnam,1
perion,France,1
perion,Hong Kong,1
perion,United States,1
scotiabank,Canada,1
3vc-partners,Czech Republic,1
3vc-partners,United States,1
brm-group,United Kingdom,3
brm-group,United States,1
otb-ventures,Belgium,1
elrond,Australia,1
elrond,Liechtenstein,1
elrond,United Kingdom,1
elrond,United States,1
l-catterton,United States,2
bering-waters,United Kingdom,2
bering-waters,Barbados,1
bering-waters,Poland,1
bering-waters,Seychelles,1
bering-waters,United States,1
akatsuki,Japan,2
akatsuki,British Virgin Islands,1
akatsuki,Canada,1
akatsuki,Puerto Rico,1
akatsuki,South Africa,1
akatsuki,Switzerland,1
inveready,Spain,4
bit2me,Spain,1
sirius-point,United States,1
berachain,Bahamas,1
ramp,United States,2
casper-labs,South Korea,1
the-hbar-foundation,United States,2
diamond-hands-ventures,Thailand,2
diamond-hands-ventures,Austria,1
mantis-vc,United States,12
mantis-vc,Australia,1
mantis-vc,Brazil,1
mantis-vc,Canada,1
mantis-vc,Hong Kong,1
mantis-vc,Israel,1
cross-river-digital-ventures,United States,1
founder-collective,United States,10
hana-financial-investment,Hong Kong,2
hana-financial-investment,South Korea,1
sno-ventures,Norway,1
sno-ventures,Vietnam,1
rainfall,United States,3
rainfall,Israel,1
rainfall,Vietnam,1
tusk-venture-partners,United States,5
wndrco-ventures,United States,6
wndrco-ventures,Australia,1
wndrco-ventures,UAE,1
wndrco-ventures,United Kingdom,1
metagaming-guild,UAE,1
metagaming-guild,United Kingdom,1
third-kind-games,United States,2
octopus-network,Singapore,2
octopus-network,China,1
octopus-network,Switzerland,1
octopus-network,United Kingdom,1
bank-of-ayudhya,Thailand,1
kasikornbank,Thailand,1
tk-ventures,Vietnam,4
tk-ventures,Hong Kong,1
tk-ventures,Philippines,1
tk-ventures,Singapore,1
tk-ventures,South Korea,1
madrona-venture,United States,3
jubi,China,1
venture-collective,United States,1
boyu-capital,Hong Kong,1
outlander-ventures,United States,1
z-venture-capital,Japan,2
z-venture-capital,South Korea,1
z-venture-capital,United States,1
costanoa-ventures,United States,4
numeus,France,1
numeus,Poland,1
penny-jar-capital,United States,2
mufg,United States,3
mufg,Japan,2
mufg,Thailand,1
mufg,United Kingdom,1
section-32,United States,4
sk-telecom,South Korea,2
sk-telecom,United States,2
quest-venture-partners,Singapore,1
quest-venture-partners,United States,1
raptor-capital,United States,4
raptor-capital,Germany,2
raptor-capital,Vietnam,2
raptor-capital,France,1
raptor-capital,Indonesia,1
raptor-capital,Romania,1
bh-digital,United States,3
bh-digital,Norway,1
bh-digital,Republic of the Congo,1
bh-digital,Singapore,1
darrow-holdings,United States,2
darrow-holdings,Canada,1
atalaya-capital,United States,1
chiliz,Spain,1
balthazar,China,1
harvard-university,United States,2
yieldly,Hong Kong,1
yieldly,United States,1
built,United States,1
blackstone,United States,6
blackstone,Canada,1
great-point-ventures,United States,4
precursor-ventures,United States,4
coil,United States,4
freestyle-capital,United States,4
disney-accelerator,India,1
disney-accelerator,United States,1
rose-park-advisors,United States,2
cryptoj,Serbia,1
cryptoj,Singapore,1
cryptoj,United States,1
cryptoj,Vietnam,1
project-a-ventures,France,1
project-a-ventures,Germany,1
k-fund,Spain,3
qualcomm,United States,3
qualcomm,South Korea,1
luka-sucic,India,1
luka-sucic,United Kingdom,1
luka-sucic,United States,1
dermot-oriordan,Singapore,1
dermot-oriordan,United Kingdom,1
double-top,United Kingdom,2
double-top,Australia,1
double-top,New Zealand,1
double-top,United States,1
double-top,Vietnam,1
talis-capital,United States,4
the-westly-group,United Kingdom,2
the-westly-group,United States,2
boathouse-capital,United States,1
core-finance,United States,1
path-dao,Singapore,3
path-dao,United States,3
path-dao,United Kingdom,2
path-dao,Liechtenstein,1
path-dao,South Korea,1
path-dao,Thailand,1
cowa-ventures,France,1
cowa-ventures,United Kingdom,1
gumi-ventures,United States,2
b-capital,United States,7
b-capital,India,2
b-capital,South Korea,1
b-capital,Thailand,1
gic,United States,7
gic,Canada,1
gic,Hong Kong,1
gic,United Kingdom,1
wellington-management,United States,4
redhat-capital,India,1
redhat-capital,Panama,1
redhat-capital,Singapore,1
redhat-capital,Thailand,1
redhat-capital,United States,1
redhat-capital,Vietnam,1
anz,Australia,2
vmware,Israel,2
commerz-ventures,United States,3
commerz-ventures,United Kingdom,1
chimera-capital,United Kingdom,1
avstar-capital,Singapore,2
avstar-capital,United Kingdom,2
avstar-capital,Vietnam,2
avstar-capital,Australia,1
avstar-capital,Bulgaria,1
avstar-capital,China,1
acala,United Kingdom,1
acala,United States,1
clv-clover-finance,United States,2
astar-network,United States,1
dragoneer-investment-group,United States,2
keychain-capital,United States,3
keychain-capital,Singapore,2
keychain-capital,Bulgaria,1
keychain-capital,Kenya,1
infinity-capital,Vietnam,2
infinity-capital,Indonesia,1
infinity-capital,Kenya,1
infinity-capital,United States,1
ferrum-network,India,1
ferrum-network,Kenya,1
ferrum-network,Panama,1
eqt-ventures,Sweden,3
eqt-ventures,United Kingdom,3
muhabbit-capital,United States,2
muhabbit-capital,Bulgaria,1
muhabbit-capital,Canada,1
muhabbit-capital,Singapore,1
muhabbit-capital,Vietnam,1
fidelity,United States,12
fidelity,United Kingdom,4
general-atlantic,United States,3
jic-venture-growth-investments,Japan,1
jic-venture-growth-investments,Singapore,1
jic-venture-growth-investments,Thailand,1
mars-growth-capital,Thailand,1
mars-growth-capital,United Kingdom,1
olm-digital-inc,Japan,2
premier-partners,South Korea,2
illusionist-group,United States,3
illusionist-group,Switzerland,2
illusionist-group,Croatia,1
illusionist-group,Hong Kong,1
illusionist-group,India,1
illusionist-group,Israel,1
nab-ventures,United States,3
chiba-bank,Japan,1
chicago-trading-company,United States,1
white-palm-ventures,Netherlands,1
white-palm-ventures,Singapore,1
moonwhale-ventures,Singapore,4
moonwhale-ventures,United Kingdom,3
moonwhale-ventures,Australia,2
moonwhale-ventures,India,2
moonwhale-ventures,United States,2
moonwhale-ventures,Croatia,1
solarecofund,United States,5
solarecofund,Singapore,2
solarecofund,United Kingdom,2
solarecofund,Vietnam,2
solarecofund,Australia,1
solarecofund,Denmark,1
qatar-investment-authority,United Kingdom,2
rpmi-railpen,United Kingdom,2
breakaway-partners,United States,2
37-angels,United States,1
alliance-of-angels,United States,1
terra,United States,6
terra,Singapore,3
terra,British Virgin Islands,1
terra,Canada,1
terra,Hong Kong,1
terra,South Korea,1
boston-seed,United States,4
accelerator-ventures,United States,3
forward-analytics,Australia,1
forward-analytics,Thailand,1
silver-lake,United States,2
one-way,United States,6
kakao-games,South Korea,1
kakao-games,United States,1
tyler-ward,United States,9
tyler-ward,Australia,1
tyler-ward,Singapore,1
bayz,China,1
bayz,Spain,1
bayz,United Kingdom,1
zokyo,Singapore,3
zokyo,Canada,2
zokyo,Hong Kong,2
zokyo,India,2
zokyo,United States,2
zokyo,Jordan,1
r8-capital,Singapore,3
r8-capital,Germany,1
r8-capital,Sweden,1
blowfish-studios,United Kingdom,1
echelon-capital,Canada,2
metacartel-ventures,United States,9
metacartel-ventures,Netherlands,2
metacartel-ventures,United Kingdom,2
metacartel-ventures,Bulgaria,1
metacartel-ventures,Canada,1
metacartel-ventures,Estonia,1
darma-capital,Norway,2
darma-capital,Puerto Rico,1
darma-capital,Singapore,1
svk-crypto,United Kingdom,2
svk-crypto,United States,2
svk-crypto,Puerto Rico,1
adidas,Germany,1
adidas,United States,1
bluezilla,India,1
platinum-capital,Australia,1
platinum-capital,Canada,1
platinum-capital,United States,1
nyan-heroes,Indonesia,1
nyan-heroes,United States,1
jinglan-wang,United States,2
jinglan-wang,Australia,1
jinglan-wang,India,1
jinglan-wang,Serbia,1
bonfida,Hong Kong,1
bossanova-invest,United States,5
hyperedge-capital,India,2
hyperedge-capital,Singapore,2
hyperedge-capital,Switzerland,1
hyperedge-capital,United States,1
hyperedge-capital,Vietnam,1
akamai-technologies,United States,1
em3-dao,Hong Kong,1
em3-dao,United Kingdom,1
em3-dao,Vietnam,1
8blockscapital,Hong Kong,1
irongrey,United States,2
altium-capital,United States,1
cryptoomg,Russia,1
bibox-exchange,United States,2
bibox-exchange,India,1
bibox-exchange,Singapore,1
elves-long-term-capital,UAE,1
connext,Romania,1
ok-group,United States,2
ok-group,Brazil,1
ok-group,Singapore,1
innovate-uk,United Kingdom,2
499-block,United Kingdom,2
499-block,Czech Republic,1
499-block,Seychelles,1
499-block,Singapore,1
499-block,United States,1
lian-group,France,1
lian-group,United Kingdom,1
trustpad,Poland,1
trustpad,United Kingdom,1
boring-dao,United States,1
composable-inance,United States,1
efounders,United States,2
edge-node,United States,4
venrock-capital,Canada,2
venrock-capital,United States,2
blockchain-infrastructure-alliance,United States,1
blockscience,United States,1
sumitomo-mitsui-trust-bank,Japan,1
sumitomo-mitsui-trust-bank,United States,1
apex-ventures,Australia,1
peech-capital,Singapore,2
peech-capital,Slovakia,2
peech-capital,Spain,2
peech-capital,Bulgaria,1
peech-capital,Estonia,1
peech-capital,Netherlands,1
btc12-capital,United States,3
btc12-capital,Vietnam,2
btc12-capital,India,1
btc12-capital,Singapore,1
btc12-capital,Taiwan,1
ci-financial-corp,Canada,1
moon-edge,Singapore,2
moon-edge,Hong Kong,1
moon-edge,Serbia,1
bondly,Hong Kong,1
walsh-wealth-ventures,New Zealand,2
walsh-wealth-ventures,Israel,1
walsh-wealth-ventures,Serbia,1
blockunify,Switzerland,1
mm-ventures,Sweden,1
d1-capital,United States,3
d1-capital,France,1
canapi-ventures,United States,1
autotech-ventures,United States,1
clear-haven-capital-management,United States,1
emergent-venture,United States,2
11-11-dg-partners,Argentina,1
11-11-dg-partners,France,1
11-11-dg-partners,UAE,1
unknown-vc,Bulgaria,1
unknown-vc,United States,1
abridged,United States,1
cognitive-blockchain-capital,UAE,1
soros-fund-management,United States,3
soros-fund-management,Hong Kong,1
core-innovation,United States,3
syndicate-protocol,United States,2
minted-lab,Germany,1
minted-lab,Israel,1
minted-lab,Malta,1
minted-lab,San Marino,1
minted-lab,Singapore,1
minted-lab,Slovakia,1
sweeperdao,Taiwan,2
a195-capital,United States,4
a195-capital,Singapore,3
a195-capital,United Kingdom,3
a195-capital,UAE,2
a195-capital,Estonia,1
a195-capital,Germany,1
protocol-ventures,UAE,3
protocol-ventures,Canada,1
protocol-ventures,India,1
protocol-ventures,Singapore,1
protocol-ventures,United Kingdom,1
protocol-ventures,United States,1
cryptodormfund,Brazil,1
cryptodormfund,France,1
cryptodormfund,India,1
cryptodormfund,Luxembourg,1
cryptodormfund,San Marino,1
cryptodormfund,United Kingdom,1
eight-capital,India,1
eight-capital,Puerto Rico,1
gravitas-securities-inc,Canada,1
gravitas-securities-inc,Puerto Rico,1
paradigm-capital,Canada,1
paradigm-capital,Puerto Rico,1
beacon-securities,Puerto Rico,1
kent-capital,Bulgaria,1
kent-capital,Indonesia,1
kent-capital,Thailand,1
idoresearch-ventures,Indonesia,1
cryptocalibur,India,1
magic-ventures,Hong Kong,1
magic-ventures,Singapore,1
dfinity-ecosystem-fund,Switzerland,1
new-york-life-ventures,United States,4
caa-sports,United States,1
vbc-ventures,Vietnam,3
vbc-ventures,Singapore,2
vbc-ventures,United States,2
vbc-ventures,Australia,1
vbc-ventures,Curacao,1
vbc-ventures,Philippines,1
launchzone,Vietnam,4
cinchblock,United States,4
cinchblock,Vietnam,2
cinchblock,Indonesia,1
cinchblock,Norway,1
cinchblock,Slovakia,1
4yf-capital,Thailand,2
makerdao,United Kingdom,2
makerdao,United States,2
makerdao,Singapore,1
capital-one-ventures,United States,1
real-tech,Singapore,2
wings-ventures,Vietnam,2
wings-ventures,Israel,1
wings-ventures,Lithuania,1
wings-ventures,Malta,1
wings-ventures,United States,1
cyber-agent-capital,United States,1
re-block,Philippines,1
re-block,Spain,1
blocbits,Estonia,1
zola-global-investors,Switzerland,1
zola-global-investors,United States,1
microventures,India,1
microventures,United States,1
onebit-ventures,Singapore,1
onebit-ventures,United Kingdom,1
onebit-ventures,Vietnam,1
greenspring-associates,United States,4
greenspring-associates,Japan,1
twin-apex-capital,United Kingdom,3
twin-apex-capital,India,2
twin-apex-capital,Canada,1
twin-apex-capital,Hong Kong,1
twin-apex-capital,Indonesia,1
twin-apex-capital,Israel,1
bezos-expiditions,United States,4
softbank-latin,United States,1
chaotic-capital,British Virgin Islands,1
force-overmass,United Kingdom,5
force-overmass,Austria,1
dip-capital,Germany,1
dip-capital,United Kingdom,1
agman-partners,United States,1
mayor-capital,India,1
mayor-capital,Singapore,1
mayor-capital,United Kingdom,1
mayor-capital,Vietnam,1
darkpool-liquidity,Hong Kong,1
darkpool-liquidity,India,1
darkpool-liquidity,Singapore,1
infinity-gainz,Nigeria,1
infinity-gainz,United States,1
bsclaunch,Vietnam,1
caisse-de-depotet-et-placement-du-quebec,United Kingdom,1
cyberight-capital,Canada,1
cyberight-capital,China,1
chain-flow-capital,Singapore,2
chain-flow-capital,United States,1
liberty-mutual-insurance,United States,2
free-company,United States,5
free-company,Argentina,1
free-company,Australia,1
free-company,Singapore,1
free-company,Vietnam,1
asia-capital-pioneers-group,Singapore,1
latin-leap,Singapore,2
amplo,Argentina,1
bscpad,Saint Kitts and Nevis,1
bscpad,Spain,1
avaloq,Switzerland,2
avaloq,Austria,1
avaloq,United Kingdom,1
kns-group,Singapore,1
kns-group,United States,1
choco-up,Singapore,1
heat-capital,United Kingdom,1
heat-capital,United States,1
okex,Ukraine,1
coinf,Vietnam,1
go-ventures,Indonesia,3
cardstarter,Germany,1
psquare-capital,India,2
psquare-capital,Israel,1
psquare-capital,Poland,1
psquare-capital,United States,1
ar-ventures,Thailand,1
surge,France,1
surge,India,1
tokenomik,Indonesia,1
tokenomik,United States,1
centrality,United States,4
coind,United States,2
bbtv-holdings,United States,1
development-bank-of-wales,United Kingdom,3
trustdao-capital,Norway,1
trustdao-capital,San Marino,1
trustdao-capital,UAE,1
blocksync-ventures,Singapore,4
blocksync-ventures,United States,4
blocksync-ventures,India,2
blocksync-ventures,South Korea,2
blocksync-ventures,China,1
blocksync-ventures,France,1
national-science-foundation,United States,4
nem-ventures,United States,2
nem-ventures,Chile,1
bitnomial,United States,2
blockware-solutions,United States,1
stone-ridge-asset-management,United States,3
stronghold-resource-partners,United States,2
bbsfinance,Estonia,1
bbsfinance,San Marino,1
bbsfinance,UAE,1
orion-protocol,Malta,1
orion-protocol,Singapore,1
orion-protocol,South Korea,1
fosun-international,Belize,1
fosun-international,China,1
fosun-international,Germany,1
shenzhen-capital,China,5
dealean-capital,United States,3
dealean-capital,Singapore,1
dealean-capital,Taiwan,1
dealean-capital,United Kingdom,1
bancor,Singapore,1
canaan-partners,United States,2
tcv,Germany,1
tcv,United Kingdom,1
shasta-ventures,United States,2
ape-capital,United Kingdom,1
ape-capital,United States,1
canary,Brazil,1
altered-ventures,United States,1
austin-rief-ventures,Israel,1
divergent-ventures,United States,2
mastercard,United States,4
mastercard,Colombia,1
alliance-bernstein,United States,1
tenaya-capital,United States,3
quest-capital,Hong Kong,1
quest-capital,Switzerland,1
quest-capital,Ukraine,1
millennium-management,United Kingdom,1
amplifi,Hong Kong,1
amplifi,Latvia,1
amplifi,UAE,1
amplifi,Ukraine,1
amplifi,United Kingdom,1
capital-factory,United States,1
e-ventures,France,3
bridge-bank,United States,1
google-launchpad-accelerator,Czech Republic,1
google-launchpad-accelerator,Ukraine,1
iconiq-capital,United States,4
fantail-ventures,United States,1
victory-park-capital,United States,2
singapore-exchange,Singapore,1
singapore-exchange,United Kingdom,1
tokai-tokyo-financial-holdings,Singapore,2
riverpark,United States,2
matic-foundation,Costa Rica,1
n26,Germany,1
n26,United States,1
axion-global-asset-management,Hong Kong,1
consorsbank,Germany,1
deepcore,Singapore,2
seikatsu-ventures,United States,1
ascension,United Kingdom,2
2020-ventures,United States,2
2020-ventures,India,1
bidesk,India,1
inblockchain,United States,4
inblockchain,Ireland,2
first-star-ventures,Ireland,2
first-star-ventures,United States,1
decentraland-foundation,Costa Rica,1
amatil-x-ventures,New Zealand,1
01ex,United Kingdom,1
01ex,United States,1
2f-capital,United Kingdom,1
ifinex,Netherlands,1
celo-foundation,United States,2
100x-group,Philippines,1
100x-group,Vietnam,1
nice-capital,United States,2
tsg-consumer-partners,United Kingdom,1
tsg-consumer-partners,United States,1
bittrex-global,South Africa,2
canada-nuchain-foundation,Seychelles,1
jerusalem-venture-partners,United States,2
sicpa,Switzerland,2
brandenburg-kapital,Germany,1
dg-lab-fund,United States,3
dg-lab-fund,Canada,1
sbi-financial-services,Taiwan,1
sbi-financial-services,United Kingdom,1
chrysalis-investments,United Kingdom,2
jtc,United Kingdom,3
vitruvian-partners,United States,2
166-2nd,United States,1
axa-venture-partners,Canada,1
axa-venture-partners,Israel,1
golden-sand-capital,United States,3
moneta-vc,United States,2
pegasus-tech,United States,1
merian-global-investors,United Kingdom,2
nbk-ventures,Germany,1
nbk-ventures,United Kingdom,1
nbk-ventures,United States,1
kiatnakin-phatra-financial-group,Singapore,2
omidyar-technology-ventures,United States,2
album-vc,United States,1
hdfc-bank,India,1
oxford-capital,United Kingdom,1
mosaik-partners,United States,2
recruit-holdings,Japan,1
recruit-holdings,UAE,1
recruit-holdings,United States,1
blockchain-finance-fund,United States,1
brand-capital,Singapore,1
brand-capital,United States,1
creative-destruction-lab,Canada,1
creative-destruction-lab,United States,1
newtown-partners,South Africa,2
thunder-core,Hong Kong,1
thunder-core,United States,1
anr-group,Israel,1
capability-and-innovation-fund,United Kingdom,1
aspect-ventures,United States,2
atari,Hong Kong,1
tokensoft,United States,1
d4v,Japan,2
venture-labo-investment,Japan,3
shuttle-fund,United States,2
aslanoba-capital,Switzerland,1
merian-ventures,United Kingdom,2
base10-partners,United States,1
cls,United States,1
the-venture-center,United Kingdom,1
the-venture-center,United States,1
business-finland,Finland,1
dcu-fintech-innovation-center,United States,2
bokwang-investment,South Korea,3
capstone-partners,South Korea,3
crestvalue,United States,2
china-capital-financial-service-chamber-of-commerce,China,1
camp-one,Cayman Islands,1
camp-one,United States,1
bank-of-montreal,Canada,1
calibrate-management,United Kingdom,1
albatross-venture,China,1
recruit-strategic,United States,2
83north,United States,2
angel-academe,United Kingdom,1
backstage-capital,United States,1
allwinner-technology,China,1
credit-china-fintech-holdings,Netherlands,1
9f-group,United States,1
baofu,United States,1
ah-ventures,India,1
bantam-group,United States,2
project-11,United States,2
bharti-enterprises,India,1
ascend-money,Thailand,1
bluepoint-partners,South Korea,1
bw-capital-partners,United States,1
georgian-co-investment-fund,Netherlands,3
binary-financial,Netherlands,1
binary-financial,United States,1
freelands-ventures,Germany,1
freelands-ventures,United States,1
comerica-incorporated,United States,1
gp-bullhound,Sweden,2
new-york-stock-exchange,United States,1
buchanan-capital-management,United Kingdom,1
fortress-investment-group,Gibraltar,1
fortress-investment-group,United States,1
block-corp,China,1
bridgescale-partners,United States,1
oak-investment,United States,1
hash-global,Singapore,7
hash-global,China,3
hash-global,United States,3
hash-global,Hong Kong,2
hash-global,Japan,2
hash-global,Australia,1
oak-grove-ventures,Singapore,1
oak-grove-ventures,United States,1
promontory-technologies,Canada,1
noia-capital,France,6
noia-capital,United States,2
hivemind-capital-partners,United States,5
hivemind-capital-partners,Austria,1
hivemind-capital-partners,Hong Kong,1
hivemind-capital-partners,United Kingdom,1
selinicapital,United States,9
selinicapital,Australia,1
selinicapital,Bulgaria,1
selinicapital,Cayman Islands,1
selinicapital,Italy,1
selinicapital,Poland,1
wagmi-ventures,United States,9
wagmi-ventures,Canada,1
wagmi-ventures,Estonia,1
wagmi-ventures,Germany,1
wagmi-ventures,Singapore,1
wagmi-ventures,Switzerland,1
bockchain-builders-fund,United States,3
monke-ventures,United States,5
monke-ventures,Switzerland,1
monke-ventures,Thailand,1
monke-ventures,United Kingdom,1
varys-capital,United States,2
varys-capital,Bulgaria,1
varys-capital,Germany,1
varys-capital,San Marino,1
varys-capital,Thailand,1
varys-capital,UAE,1
finewill-capital,Australia,1
archax,United Kingdom,2
echo,United States,2
echo,Sweden,1
ambush-capital,Israel,1
levitate-labs,India,1
cogitent-venture,United States,8
cogitent-venture,Singapore,5
cogitent-venture,Germany,3
cogitent-venture,United Kingdom,2
cogitent-venture,France,1
cogitent-venture,Portugal,1
manifold,United States,7
manifold,Singapore,1
autonomy-capital,United States,3
autonomy-capital,Australia,1
autonomy-capital,Hong Kong,1
autonomy-capital,Lithuania,1
autonomy-capital,Poland,1
autonomy-capital,Russia,1
next-web-capital,Japan,3
next-web-capital,Singapore,2
next-web-capital,United States,2
next-web-capital,UAE,1
stix,United States,1
luganodes,India,1
luganodes,Singapore,1
blockarm-capital,Germany,1
comma3-ventures,Singapore,3
comma3-ventures,Canada,1
comma3-ventures,South Korea,1
comma3-ventures,United Kingdom,1
comma3-ventures,United States,1
tioga-capital-partners,United States,6
tioga-capital-partners,France,3
tioga-capital-partners,Portugal,2
tioga-capital-partners,United Kingdom,2
tioga-capital-partners,Austria,1
tioga-capital-partners,Belgium,1
32-bit-ventures,Australia,1
32-bit-ventures,Brazil,1
32-bit-ventures,Republic of the Congo,1
32-bit-ventures,United Kingdom,1
32-bit-ventures,United States,1
bpifrance,France,16
bpifrance,Netherlands,1
planetarium,South Korea,3
planetarium,Japan,1
planetarium,Singapore,1
planetarium,United States,1
cv-vc,Germany,1
cv-vc,Luxembourg,1
cv-vc,Netherlands,1
cv-vc,Poland,1
cv-vc,South Africa,1
cv-vc,United States,1
udhc,United States,5
udhc,United Kingdom,2
udhc,Switzerland,1
credibly-neutral,United States,1
Gam3Girl,Singapore,1
xange,France,7
xange,Netherlands,2
distributed-capital-partners,United States,1
parallel-ventures,New Zealand,1
latitude,Argentina,1
latitude,United States,1
aument-capital,Singapore,1
b7-capital,Singapore,1
grand-prix-capital,Singapore,1
scalare-partners,Singapore,1
wholesale-investor,Singapore,1
idgcapital,Singapore,5
idgcapital,United States,5
idgcapital,Seychelles,2
idgcapital,Australia,1
idgcapital,China,1
idgcapital,Hong Kong,1
karatage,United States,2
karatage,Brazil,1
karatage,Israel,1
karatage,Netherlands,1
funfair-ventures,United Kingdom,3
funfair-ventures,Switzerland,2
funfair-ventures,United States,2
funfair-ventures,Canada,1
funfair-ventures,Denmark,1
funfair-ventures,Saint Lucia,1
raptor-group,United States,10
raptor-group,Canada,1
raptor-group,Ireland,1
raptor-group,Slovakia,1
rubik-ventures,Hong Kong,1
rubik-ventures,Switzerland,1
rubik-ventures,United States,1
lvnacapital,United States,3
lvnacapital,Cayman Islands,1
arete-capital,United States,2
b-j-studios,United States,1
knollwood-investment-advisory,Israel,1
knollwood-investment-advisory,United States,1
ltp-liquidity-tech,United States,1
plug-and-play,United States,8
plug-and-play,Singapore,5
plug-and-play,Belgium,1
plug-and-play,Brazil,1
plug-and-play,Bulgaria,1
plug-and-play,Germany,1
gaingels,United States,19
gaingels,Israel,1
nfx,United States,11
nfx,Israel,4
nfx,United Kingdom,2
nfx,China,1
nfx,Liechtenstein,1
nfx,Netherlands,1
kindred-ventures,United States,18
kindred-ventures,China,1
kindred-ventures,India,1
nyca-partners,United States,13
nyca-partners,Canada,1
nyca-partners,Israel,1
nyca-partners,United Kingdom,1
blockdaemon-ventures,United States,4
blockdaemon-ventures,Israel,2
blockdaemon-ventures,Canada,1
blockdaemon-ventures,Estonia,1
xdc-foundation,Singapore,2
xdc-foundation,Bulgaria,1
xdc-foundation,Luxembourg,1
xdc-foundation,United Kingdom,1
xdc-foundation,United States,1
the-fintech-fund,United States,2
ludlow-ventures,United States,1
cerca-partners,Israel,1
haymaker-ventures,Israel,1
flowdesk,Poland,1
flowdesk,United Kingdom,1
flowdesk,United States,1
aegis-ventures,United States,1
comfy-capital,United States,1
lambda-class,United Kingdom,1
tpc-ventures,United States,1
trammell-venture-partners,United States,7
trammell-venture-partners,United Kingdom,2
gd1,United States,1
hf0,United States,2
spencer-ventures,United States,1
sentinel-global,Israel,1
sentinel-global,United States,1
elevator-ventures,Austria,1
presto-labs,United States,4
presto-labs,Japan,2
presto-labs,Singapore,1
presto-labs,Turkey,1
presto-labs,United Kingdom,1
alphabit-digital-currency-fund,United Kingdom,6
alphabit-digital-currency-fund,United States,3
alphabit-digital-currency-fund,South Korea,2
alphabit-digital-currency-fund,UAE,2
alphabit-digital-currency-fund,Australia,1
alphabit-digital-currency-fund,British Virgin Islands,1
sanctorcapital,United States,8
sanctorcapital,Singapore,4
sanctorcapital,France,2
sanctorcapital,United Kingdom,2
sanctorcapital,China,1
sanctorcapital,Hong Kong,1
templedao,United States,1
catchervc,United States,4
catchervc,Singapore,3
catchervc,Hong Kong,2
catchervc,Estonia,1
catchervc,South Korea,1
ac-capital,United States,3
ac-capital,Philippines,2
ac-capital,France,1
ac-capital,Singapore,1
ac-capital,South Korea,1
ac-capital,UAE,1
longling-capital,Singapore,4
longling-capital,Australia,1
longling-capital,Hong Kong,1
longling-capital,Japan,1
longling-capital,Mexico,1
longling-capital,Switzerland,1
vertex-ventures,Singapore,3
vertex-ventures,Hong Kong,1
vertex-ventures,Malta,1
vertex-ventures,United States,1
pacific-century-group,British Virgin Islands,1
pacific-century-group,Hong Kong,1
uphold,Argentina,1
uphold,France,1
daxos-capital,Hong Kong,1
oasis-labs,Sweden,1
seed-club-ventures,United States,10
seed-club-ventures,British Virgin Islands,1
seed-club-ventures,Singapore,1
seed-club-ventures,United Kingdom,1
portal-ventures,United States,3
portal-ventures,United Kingdom,1
danish-chaudhry,United States,6
danish-chaudhry,India,3
danish-chaudhry,Pakistan,1
danish-chaudhry,Puerto Rico,1
danish-chaudhry,Romania,1
danish-chaudhry,South Africa,1
sui-foundation,Canada,1
sui-foundation,China,1
sui-foundation,South Korea,1
mozaik-capital,Hong Kong,1
mozaik-capital,United States,1
monoceros,Brazil,1
monoceros,Cayman Islands,1
monoceros,France,1
defisquared,United States,1
trousdale-ventures,United States,1
contango-digital-assets,United States,3
contango-digital-assets,Canada,1
contango-digital-assets,Cayman Islands,1
contango-digital-assets,India,1
contango-digital-assets,Kenya,1
contango-digital-assets,Nigeria,1
dext-force,Italy,1
dext-force,United States,1
yoloio,Taiwan,2
yoloio,United States,2
yoloio,Nigeria,1
yoloio,Philippines,1
yoloio,Republic of the Congo,1
yoloio,United Kingdom,1
lightshift-capital,Israel,1
lightshift-capital,Japan,1
lightshift-capital,Spain,1
lightshift-capital,United States,1
p2p-validator,United States,5
p2p-validator,Portugal,1
altaIr-capital,United States,4
altaIr-capital,Germany,1
oyster-ventures,Hong Kong,1
oyster-ventures,Singapore,1
oyster-ventures,United States,1
hike-ventures,United States,2
hike-ventures,Canada,1
evolution-venture,United States,1
opportuna,United States,1
quantumlight,United States,2
