fund_slug,country,count
keisuke-honda-xksk,United States,2
metalpha,United States,1
cadenza-ventures,United States,13
cadenza-ventures,Argentina,1
cadenza-ventures,Colombia,1
cadenza-ventures,India,1
cadenza-ventures,Philippines,1
cadenza-ventures,Singapore,1
side-door-ventures,United States,9
side-door-ventures,Canada,1
side-door-ventures,Cayman Islands,1
side-door-ventures,Singapore,1
side-door-ventures,United Kingdom,1
bloccelerate,United States,13
bloccelerate,Germany,2
bloccelerate,Belgium,1
bloccelerate,Israel,1
bloccelerate,Norway,1
bloccelerate,South Africa,1
blockwall,United States,7
blockwall,France,3
blockwall,United Kingdom,2
blockwall,Estonia,1
blockwall,Nigeria,1
gs-futures,United States,2
gs-futures,Canada,1
gs-futures,Greece,1
gs-futures,Hong Kong,1
gs-futures,Japan,1
gs-futures,Switzerland,1
ap-capital,United States,3
scb-limited,United States,1
metamatic,United States,1
draper-associates,United States,15
draper-associates,Liechtenstein,1
draper-associates,Portugal,1
draper-associates,Singapore,1
draper-associates,UAE,1
draper-associates,United Kingdom,1
doublejump-tokyo,United States,3
doublejump-tokyo,Japan,2
alphasigmacap,United Kingdom,2
alphasigmacap,Israel,1
alphasigmacap,Singapore,1
alphasigmacap,United States,1
web3port,Singapore,1
web3port,United States,1
taisu-ventures,Hong Kong,1
taisu-ventures,India,1
taisu-ventures,Japan,1
taisu-ventures,Singapore,1
taisu-ventures,United Kingdom,1
taisu-ventures,United States,1
eurazeo,France,7
isai,France,5
isai,United States,1
evo-fund,Japan,2
stakecapital,France,5
stakecapital,Germany,2
stakecapital,Switzerland,2
stakecapital,Australia,1
stakecapital,Hong Kong,1
stakecapital,India,1
tykhebv,United States,4
tykhebv,Germany,2
tykhebv,India,2
tykhebv,Israel,2
tykhebv,Bulgaria,1
tykhebv,Hong Kong,1
coinswitch,United States,4
coinswitch,India,3
coinswitch,Singapore,1
coinswitch,United Kingdom,1
k5-global,United States,4
k5-global,British Virgin Islands,1
k5-global,Israel,1
original-capital,United States,2
original-capital,Taiwan,1
original-capital,United Kingdom,1
menloventures,Georgia,1
menloventures,United States,1
andover-ventures,United States,2
pravega-ventures,India,1
sixth-street,United States,1
supermoon,United States,1
aza-ventures,United States,2
aza-ventures,Japan,1
aza-ventures,Portugal,1
aza-ventures,Singapore,1
aza-ventures,Sweden,1
aza-ventures,United Kingdom,1
connectico-capital,Canada,1
connectico-capital,United States,1
hash-cib,China,2
hash-cib,Singapore,2
hash-cib,Spain,2
hash-cib,Germany,1
hash-cib,Nigeria,1
hash-cib,United Kingdom,1
smape-capital,United States,2
smape-capital,Germany,1
smape-capital,India,1
smape-capital,Singapore,1
smape-capital,Switzerland,1
anti-capital,United States,1
arca,United States,14
arca,United Kingdom,2
arca,Australia,1
arca,Brazil,1
arca,Greece,1
arca,Switzerland,1
zkvalidator,United States,5
zkvalidator,Singapore,1
zkvalidator,United Kingdom,1
gal-vc,United States,1
white-star-capital,Canada,5
white-star-capital,United States,5
white-star-capital,France,4
white-star-capital,United Kingdom,3
white-star-capital,Cayman Islands,1
white-star-capital,Poland,1
blockchain-coinvestors,United States,9
blockchain-coinvestors,United Kingdom,2
blockchain-coinvestors,Cayman Islands,1
blockchain-coinvestors,Hong Kong,1
blockchain-coinvestors,South Korea,1
cluster-capital,United States,4
cluster-capital,Australia,3
cluster-capital,United Kingdom,2
cluster-capital,Costa Rica,1
cluster-capital,Germany,1
cluster-capital,Hong Kong,1
khosla-ventures,United States,12
khosla-ventures,Canada,2
khosla-ventures,Poland,1
khosla-ventures,United Kingdom,1
lerer-hippeau,United States,19
lerer-hippeau,Canada,1
metavest-capital,United States,4
metavest-capital,Israel,3
metavest-capital,Australia,1
metavest-capital,Thailand,1
the-hashgraph-association,Belgium,1
the-hashgraph-association,Finland,1
the-hashgraph-association,Germany,1
the-hashgraph-association,Italy,1
sonic-boom-ventures,France,1
blue-star-capital,United Kingdom,1
mit-invest,United States,1
cherry-ventures,United Kingdom,5
cherry-ventures,France,4
cherry-ventures,United States,3
cherry-ventures,Germany,2
cherry-ventures,Canada,1
cherry-ventures,India,1
re7capital,United Kingdom,3
re7capital,United States,2
re7capital,France,1
re7capital,Germany,1
re7capital,Israel,1
re7capital,Singapore,1
atkaio,France,2
atkaio,Germany,1
atkaio,Israel,1
atkaio,Switzerland,1
atkaio,United Kingdom,1
atkaio,United States,1
tane,United States,2
tane,France,1
tane,India,1
tane,Sweden,1
very-early-ventures,British Virgin Islands,1
very-early-ventures,Germany,1
very-early-ventures,Norway,1
very-early-ventures,United States,1
fprimecapital,United States,7
lecca-ventures,United States,2
crypto-times,Sweden,1
crypto-times,United Kingdom,1
crypto-times,United States,1
exor-ventures,Switzerland,2
exor-ventures,United States,2
modular-capital,United States,7
modular-capital,Cayman Islands,1
modular-capital,Germany,1
dispersion-capital,United States,10
dispersion-capital,Israel,1
dispersion-capital,Sweden,1
initialcapital,United States,6
initialcapital,Czech Republic,2
initialcapital,Germany,1
initialcapital,United Kingdom,1
arweave-scp-ventures,United Kingdom,1
echo-base,Netherlands,1
openspacevc,Indonesia,3
openspacevc,Australia,1
openspacevc,Philippines,1
openspacevc,Singapore,1
trive,Malaysia,1
trive,Singapore,1
trive,United Kingdom,1
redline-lab,Costa Rica,1
scott-moore,United States,12
scott-moore,India,3
scott-moore,Singapore,1
scott-moore,Switzerland,1
scott-moore,UAE,1
nomad-capital,United States,8
nomad-capital,United Kingdom,1
builder-capital,United States,7
builder-capital,Canada,1
builder-capital,Japan,1
builder-capital,Singapore,1
builder-capital,United Kingdom,1
utxo-management,United States,2
utxo-management,Singapore,1
bitcoin-frontier-fund,United States,2
bitcoin-frontier-fund,Hong Kong,1
wave-digital-assets,United States,1
cyberstarts,United States,3
jsquare,United States,5
jsquare,United Kingdom,4
jsquare,Canada,2
jsquare,Vietnam,2
jsquare,China,1
jsquare,Estonia,1
bing-ventures,United States,3
bing-ventures,China,1
bing-ventures,Hong Kong,1
bing-ventures,Japan,1
baicapital,Hong Kong,3
baicapital,Mexico,1
baicapital,Singapore,1
baicapital,United Kingdom,1
stateless-ventures,United States,3
stateless-ventures,Brazil,1
stateless-ventures,Nigeria,1
stateless-ventures,Switzerland,1
sky-ventures,Hong Kong,1
sky-ventures,Luxembourg,1
sky-ventures,San Marino,1
sky-ventures,United Kingdom,1
sky-ventures,United States,1
hex-trust,United Kingdom,2
hex-trust,United States,2
hex-trust,British Virgin Islands,1
hex-trust,Hong Kong,1
hex-trust,UAE,1
permanent-ventures,United Kingdom,4
permanent-ventures,China,1
permanent-ventures,Poland,1
permanent-ventures,UAE,1
beam,Canada,1
mbk-holding,Qatar,2
gaorong-ventures,Hong Kong,1
omorica-vc,Lithuania,1
stratified-capital,China,2
stratified-capital,Hong Kong,2
stratified-capital,United States,2
stratified-capital,Canada,1
stratified-capital,Japan,1
stratified-capital,Nigeria,1
drwvc,United States,12
drwvc,Netherlands,1
drwvc,United Kingdom,1
x-ventures,United Kingdom,1
further-ventures,France,1
further-ventures,UAE,1
further-ventures,United States,1
central-research-capital,Hong Kong,1
certik,Hong Kong,1
token-ventures,France,1
token-ventures,Switzerland,1
token-ventures,United Kingdom,1
imc-trading,Gibraltar,1
venionaire-capital,Austria,1
webn-group,United States,1
citizenx-cryptovc,United Kingdom,3
citizenx-cryptovc,India,2
citizenx-cryptovc,United States,2
citizenx-cryptovc,Netherlands,1
citizenx-cryptovc,Singapore,1
the-open-platform,United States,1
mubadala-capital,Singapore,2
mubadala-capital,United States,2
mubadala-capital,United Kingdom,1
new-form-capital,United States,8
new-form-capital,United Kingdom,4
new-form-capital,Israel,2
new-form-capital,Romania,2
new-form-capital,Brazil,1
new-form-capital,Singapore,1
baboon-vc,British Virgin Islands,1
baboon-vc,Estonia,1
baboon-vc,Hong Kong,1
baboon-vc,Singapore,1
baboon-vc,United States,1
lyrik-ventures,United States,2
lyrik-ventures,Israel,1
lyrik-ventures,Sweden,1
lyrik-ventures,Switzerland,1
lyrik-ventures,United Kingdom,1
insight-partners,United States,6
insight-partners,Indonesia,2
insight-partners,Israel,2
insight-partners,India,1
kraynos-capital,Brazil,1
thirdweb,United States,2
morgan-creek-digital,United States,14
morgan-creek-digital,Canada,3
morgan-creek-digital,Hong Kong,2
morgan-creek-digital,France,1
halo-capital,Switzerland,1
injective-protocol,United States,2
injective-protocol,Hong Kong,1
injective-protocol,Russia,1
injective-protocol,Singapore,1
factor-capital,Switzerland,1
factor-capital,United States,1
nimacapital,United States,15
nimacapital,France,1
nimacapital,India,1
nimacapital,Russia,1
nimacapital,Spain,1
nimacapital,Switzerland,1
tezos-foundation,United States,6
tezos-foundation,France,2
tezos-foundation,Estonia,1
tezos-foundation,Switzerland,1
tezos-foundation,United Kingdom,1
liquid-2-ventures,United States,10
liquid-2-ventures,Israel,2
liquid-2-ventures,Argentina,1
bullperks,Canada,1
bullperks,Estonia,1
bullperks,Indonesia,1
bullperks,Saint Kitts and Nevis,1
bullperks,United Kingdom,1
actaiventures,United States,5
actaiventures,Argentina,1
sangha-capital,United States,5
sangha-capital,Argentina,1
sangha-capital,India,1
sangha-capital,Singapore,1
cabrit-capital,Switzerland,2
mirabaud-asset-management,United States,2
recharge-thematic-ventures,United States,3
tensquared,United States,2
speedinvest,United Kingdom,7
speedinvest,Germany,5
speedinvest,France,3
speedinvest,Italy,2
speedinvest,Austria,1
speedinvest,Canada,1
spaceship-dao,Canada,1
spaceship-dao,France,1
spaceship-dao,Portugal,1
spaceship-dao,Puerto Rico,1
spaceship-dao,United States,1
auros-global,France,1
auros-global,United Kingdom,1
sapphire-ventures,United States,4
sapphire-ventures,Argentina,1
sapphire-ventures,Canada,1
sapphire-ventures,Finland,1
squarepeg,Indonesia,2
squarepeg,India,1
eic-fund,France,1
uob-venture,Singapore,6
uob-venture,United States,5
uob-venture,United Kingdom,2
uob-venture,Australia,1
uob-venture,China,1
uob-venture,Kenya,1
accomplice-blockchain,United States,10
accomplice-blockchain,United Kingdom,3
accomplice-blockchain,India,2
accomplice-blockchain,British Virgin Islands,1
accomplice-blockchain,Canada,1
accomplice-blockchain,Cayman Islands,1
newman-capital,United States,4
newman-capital,Singapore,3
newman-capital,Hong Kong,2
newman-capital,China,1
collider-ventures,Israel,7
collider-ventures,United Kingdom,3
collider-ventures,United States,2
collider-ventures,British Virgin Islands,1
collider-ventures,Cayman Islands,1
collider-ventures,Estonia,1
advancit-capital,United States,12
advancit-capital,Argentina,1
advancit-capital,United Kingdom,1
geometry,United States,5
geometry,Israel,2
geometry,India,1
geometry,Kenya,1
geometry,United Kingdom,1
abstract-ventures,United States,7
abstract-ventures,Brazil,1
abstract-ventures,Serbia,1
scytale-ventures,United Kingdom,3
scytale-ventures,Germany,2
scytale-ventures,United States,2
scytale-ventures,Singapore,1
blockbase,South Korea,1
blockbase,Thailand,1
blockbase,United Kingdom,1
decima,Japan,1
decima,United States,1
2punkscapital,United States,2
2punkscapital,Canada,1
arkn-ventures,Switzerland,2
arkn-ventures,China,1
black-alpha,Italy,1
black-alpha,United Kingdom,1
marsdao,Portugal,1
marsdao,United Kingdom,1
marsdao,United States,1
permit-ventures,United States,4
techmeetstrader,Israel,1
techmeetstrader,United Kingdom,1
techmeetstrader,United States,1
xvc-tech,Singapore,1
xvc-tech,United Kingdom,1
avocado-dao-fund,United States,8
avocado-dao-fund,Singapore,4
avocado-dao-fund,United Kingdom,2
avocado-dao-fund,Canada,1
avocado-dao-fund,France,1
avocado-dao-fund,Indonesia,1
semantic-ventures,France,7
semantic-ventures,United Kingdom,5
semantic-ventures,United States,3
semantic-ventures,Switzerland,2
semantic-ventures,Estonia,1
semantic-ventures,Israel,1
ready-player-dao,United States,7
ready-player-dao,Nicaragua,1
ready-player-dao,Singapore,1
ready-player-dao,United Kingdom,1
ancient8,United States,5
ancient8,Singapore,3
ancient8,Thailand,2
ancient8,United Kingdom,1
great-south-gate,Singapore,4
great-south-gate,United States,1
ocular-vc,Singapore,2
ocular-vc,United Kingdom,1
ocular-vc,Vietnam,1
duneventures,United States,2
duneventures,Colombia,1
duneventures,India,1
duneventures,Singapore,1
razerfund,Singapore,2
razerfund,United Kingdom,1
razerfund,United States,1
skycatcher,United States,2
north-island-ventures,United States,10
north-island-ventures,Israel,3
north-island-ventures,United Kingdom,3
north-island-ventures,Cayman Islands,2
north-island-ventures,Singapore,1
north-island-ventures,Vietnam,1
l2-iterative-ventures,Switzerland,1
l2-iterative-ventures,United States,1
alven,France,10
alven,Estonia,1
dlab,Portugal,2
dlab,Greece,1
dlab,Netherlands,1
cointelegraph,United States,2
kahuna-ventures,South Africa,1
kahuna-ventures,United States,1
london-real-ventures,United States,2
citizen-capital,United States,2
citizen-capital,France,1
citizen-capital,Singapore,1
cryptonite-capital,United States,1
l1-digital,United Kingdom,4
l1-digital,United States,3
l1-digital,British Virgin Islands,2
l1-digital,Germany,2
l1-digital,France,1
goplus-security,Japan,1
gains-associates,Singapore,3
gains-associates,United Kingdom,3
gains-associates,India,2
gains-associates,Bulgaria,1
gains-associates,Curacao,1
gains-associates,Estonia,1
nx-gen,United States,7
nx-gen,Singapore,3
nx-gen,Germany,2
nx-gen,Australia,1
nx-gen,Estonia,1
nx-gen,Poland,1
unreal-capital,Estonia,1
unreal-capital,United States,1
founderheads,Estonia,1
zephyrus-capital,Sweden,1
zephyrus-capital,United Kingdom,1
app-works,United States,4
app-works,Canada,2
app-works,Hong Kong,2
app-works,India,2
app-works,Indonesia,1
app-works,Taiwan,1
1nvst,Sweden,1
1nvst,United Kingdom,1
1nvst,United States,1
capital6-eagle,Canada,1
capital6-eagle,Netherlands,1
capital6-eagle,Singapore,1
capital6-eagle,United States,1
whale-ground,Singapore,1
flow-ecosystem-fund,Canada,1
avenir-group,Hong Kong,1
egodeathcapital,Israel,2
egodeathcapital,Switzerland,2
egodeathcapital,United Kingdom,2
egodeathcapital,United States,1
timechain,Switzerland,2
timechain,United Kingdom,2
timechain,United States,2
timechain,Israel,1
entree-cap,Israel,2
entree-cap,United Kingdom,1
geekcartel,United States,5
geekcartel,Singapore,2
geekcartel,China,1
interchain-foundation,United States,4
interchain-foundation,Liechtenstein,1
binary-builders,United Kingdom,1
heartcore-capital,France,1
heartcore-capital,Switzerland,1
heartcore-capital,United States,1
outliers-fund,United States,5
bullish,United States,2
bullish,Cayman Islands,1
nonagon,United States,1
hyperithm,United States,4
hyperithm,Singapore,3
hyperithm,Tanzania,2
hyperithm,Estonia,1
hyperithm,India,1
hyperithm,Japan,1
lif,Hong Kong,2
lif,United States,2
lif,China,1
smo-capital,United States,2
smo-capital,France,1
smo-capital,Hong Kong,1
smo-capital,UAE,1
deep-ventures,United Kingdom,1
deep-ventures,United States,1
harlemcapital,United States,5
silvermine,United States,1
coinvestor,Sweden,1
a100x,United States,2
a100x,United Kingdom,1
danxia-capital,Canada,1
danxia-capital,United States,1
lunar-labs-capital,Sweden,1
stellation-capital,United States,1
psalion-vc,United States,5
psalion-vc,United Kingdom,3
psalion-vc,Tanzania,2
psalion-vc,Israel,1
fulgur-ventures,United States,7
fulgur-ventures,Canada,4
fulgur-ventures,Switzerland,2
fulgur-ventures,Bermuda,1
fulgur-ventures,Germany,1
fulgur-ventures,Guatemala,1
everstake,Switzerland,2
everstake,British Virgin Islands,1
motier-ventures,France,5
motier-ventures,United Kingdom,1
sc-ventures,Hong Kong,1
sc-ventures,Italy,1
sc-ventures,Switzerland,1
sc-ventures,United Kingdom,1
motive-partners,Belgium,1
motive-partners,France,1
chainalysis,United States,1
candaq,China,3
candaq,United States,3
candaq,United Kingdom,2
candaq,Canada,1
candaq,Germany,1
candaq,Hong Kong,1
tangent,United States,3
primal-capital,United States,4
primal-capital,Puerto Rico,1
aquanow,United States,3
aquanow,Canada,1
aquanow,United Kingdom,1
nonce-classic,Switzerland,1
nonce-classic,United States,1
ocean,Canada,1
wemix,South Korea,2
wemix,South Africa,1
wemix,Vietnam,1
nydig,United States,10
nydig,United Kingdom,3
nydig,Australia,1
nydig,Austria,1
nydig,Canada,1
east-ventures,Japan,3
east-ventures,Indonesia,2
east-ventures,Singapore,2
east-ventures,Switzerland,2
east-ventures,Thailand,2
east-ventures,Canada,1
lightning-ventures,United States,6
lightning-ventures,Canada,1
lightning-ventures,Switzerland,1
bitcoin-opportunity-fund,United States,2
bitcoin-opportunity-fund,Canada,1
solowin,Hong Kong,1
atw-partners,United States,1
071labs,Singapore,1
redbeardvc,United States,15
