fund_slug,tag,count,percent
animal-ventures,Data Service,4,33.33
animal-ventures,Cross-Chain,2,16.67
animal-ventures,Decentralized Application (dApp),2,16.67
animal-ventures,DAO,1,8.33
animal-ventures,NFT elements,1,8.33
animal-ventures,Smart Contract Platform,1,8.33
animal-ventures,Social Media,1,8.33
crosslink-capital,Mobile,3,23.08
crosslink-capital,Payments,3,23.08
crosslink-capital,Wallet,3,23.08
crosslink-capital,Internet of Things (IoT),1,7.69
crosslink-capital,NFT elements,1,7.69
crosslink-capital,Real Estate,1,7.69
crosslink-capital,Sports,1,7.69
wealth-union,NFT elements,3,30.0
wealth-union,Cross-Chain,2,20.0
wealth-union,AMM,1,10.0
wealth-union,Launchpad,1,10.0
wealth-union,Lending,1,10.0
wealth-union,Marketplace,1,10.0
wealth-union,Staking,1,10.0
khalili-brothers,Marketplace,1,50.0
khalili-brothers,NFT elements,1,50.0
hindsgaul-capital,Marketplace,1,50.0
hindsgaul-capital,NFT elements,1,50.0
wicklow-capital,CEX,2,16.67
wicklow-capital,Data Service,2,16.67
wicklow-capital,Payments,2,16.67
wicklow-capital,Portfolio Management,2,16.67
wicklow-capital,Wallet,2,16.67
wicklow-capital,DAO,1,8.33
wicklow-capital,Layer 1 (L1),1,8.33
stacks-accelerator,DAO,1,14.29
stacks-accelerator,Data Service,1,14.29
stacks-accelerator,Marketplace,1,14.29
stacks-accelerator,Mobile,1,14.29
stacks-accelerator,NFT elements,1,14.29
stacks-accelerator,Payments,1,14.29
stacks-accelerator,Privacy,1,14.29
ia-capital-partners,Payments,2,28.57
ia-capital-partners,Wallet,2,28.57
ia-capital-partners,DAO,1,14.29
ia-capital-partners,Portfolio Management,1,14.29
ia-capital-partners,Real Estate,1,14.29
leonis-capital,NFT elements,2,25.0
leonis-capital,Artificial Intelligence (AI),1,12.5
leonis-capital,Binance Launchpool,1,12.5
leonis-capital,Metaverse,1,12.5
leonis-capital,Mobile,1,12.5
leonis-capital,Payments,1,12.5
leonis-capital,RPG,1,12.5
new-brunswick-innovation-foundation,Data Service,1,50.0
new-brunswick-innovation-foundation,Trading Strategies,1,50.0
venture-commercial,DAO,1,50.0
venture-commercial,Real Estate,1,50.0
access-industries,CEX,2,33.33
access-industries,Payments,2,33.33
access-industries,Wallet,2,33.33
cdi,Move to Earn (M2E),1,33.33
cdi,NFT elements,1,33.33
cdi,Sports,1,33.33
fort-ross-ventures,CEX,1,33.33
fort-ross-ventures,Payments,1,33.33
fort-ross-ventures,Wallet,1,33.33
orderly-network,Move to Earn (M2E),1,33.33
orderly-network,NFT elements,1,33.33
orderly-network,Sports,1,33.33
concept-ventures,NFT elements,2,33.33
concept-ventures,DAO,1,16.67
concept-ventures,Decentralized Application (dApp),1,16.67
concept-ventures,Gaming Guild,1,16.67
concept-ventures,Sports,1,16.67
metaversal,NFT elements,2,33.33
metaversal,Lending,1,16.67
metaversal,Marketplace,1,16.67
metaversal,Metaverse,1,16.67
metaversal,VR/AR,1,16.67
rosemoor-capital,Metaverse,1,20.0
rosemoor-capital,NFT elements,1,20.0
rosemoor-capital,Privacy,1,20.0
rosemoor-capital,Social Network,1,20.0
rosemoor-capital,Wallet,1,20.0
tiny-supercomputer,DAO,1,20.0
tiny-supercomputer,Decentralized Application (dApp),1,20.0
tiny-supercomputer,Marketplace,1,20.0
tiny-supercomputer,NFT elements,1,20.0
tiny-supercomputer,NFT lending,1,20.0
btov-partners,DAO,1,33.33
btov-partners,Decentralized Application (dApp),1,33.33
btov-partners,NFT elements,1,33.33
egiad-angels,Metaverse,1,50.0
egiad-angels,VR/AR,1,50.0
kultepe-investment,Metaverse,1,50.0
kultepe-investment,VR/AR,1,50.0
meta-4,Lending,1,50.0
meta-4,NFT elements,1,50.0
paua-ventures,DAO,1,33.33
paua-ventures,Decentralized Application (dApp),1,33.33
paua-ventures,NFT elements,1,33.33
techmine,Metaverse,1,50.0
techmine,VR/AR,1,50.0
moment-ventures,Social Media,2,50.0
moment-ventures,NFT elements,1,25.0
moment-ventures,Payments,1,25.0
molten-ventures,Metaverse,1,100.0
our-crowd,Marketplace,1,25.0
our-crowd,Mobile,1,25.0
our-crowd,Music,1,25.0
our-crowd,Security,1,25.0
tensor-ventures,API,2,33.33
tensor-ventures,Developer Tools,2,33.33
tensor-ventures,Data Service,1,16.67
tensor-ventures,Digital Identity,1,16.67
depo-ventures,API,1,50.0
depo-ventures,Developer Tools,1,50.0
orbit-chain,Gaming Guild,1,50.0
orbit-chain,NFT elements,1,50.0
d1fferent-capital,AMM,1,14.29
d1fferent-capital,DAO,1,14.29
d1fferent-capital,Decentralized Application (dApp),1,14.29
d1fferent-capital,DEX,1,14.29
d1fferent-capital,Governance,1,14.29
d1fferent-capital,Staking,1,14.29
d1fferent-capital,Yield Farming,1,14.29
evolve-bank-trust,Mobile,1,33.33
evolve-bank-trust,Payments,1,33.33
evolve-bank-trust,Wallet,1,33.33
rhinevall-capital,AMM,1,14.29
rhinevall-capital,DAO,1,14.29
rhinevall-capital,Decentralized Application (dApp),1,14.29
rhinevall-capital,DEX,1,14.29
rhinevall-capital,Governance,1,14.29
rhinevall-capital,Staking,1,14.29
rhinevall-capital,Yield Farming,1,14.29
titan-stake,AMM,1,14.29
titan-stake,DAO,1,14.29
titan-stake,Decentralized Application (dApp),1,14.29
titan-stake,DEX,1,14.29
titan-stake,Governance,1,14.29
titan-stake,Staking,1,14.29
titan-stake,Yield Farming,1,14.29
triple-point-capital,Mobile,1,33.33
triple-point-capital,Payments,1,33.33
triple-point-capital,Wallet,1,33.33
paribu-ventures,NFT elements,3,30.0
paribu-ventures,Play to Earn (P2E),2,20.0
paribu-ventures,Cross-Chain,1,10.0
paribu-ventures,DEX,1,10.0
paribu-ventures,Education,1,10.0
paribu-ventures,Marketplace,1,10.0
paribu-ventures,Metaverse,1,10.0
bollinger-investment-group,Lending,2,22.22
bollinger-investment-group,Staking,2,22.22
bollinger-investment-group,AMM,1,11.11
bollinger-investment-group,Cross-Chain,1,11.11
bollinger-investment-group,Decentralized Application (dApp),1,11.11
bollinger-investment-group,Governance,1,11.11
bollinger-investment-group,Yield Farming,1,11.11
tongnk,Lending,3,23.08
tongnk,DAO,2,15.38
tongnk,DEX,2,15.38
tongnk,Payments,2,15.38
tongnk,Yield Farming,2,15.38
tongnk,LSDfi,1,7.69
tongnk,Yield Aggregator,1,7.69
iac,Data Service,1,20.0
iac,Decentralized Application (dApp),1,20.0
iac,NFT elements,1,20.0
iac,Payments,1,20.0
iac,Social Network,1,20.0
page-one-ventures,Artificial Intelligence (AI),1,33.33
page-one-ventures,Data Service,1,33.33
page-one-ventures,Metaverse,1,33.33
50-partners,Metaverse,1,33.33
50-partners,NFT elements,1,33.33
50-partners,Wallet,1,33.33
translink-capital,Coins Alleged as Securities by SEC,1,50.0
translink-capital,NFT elements,1,50.0
sia-partners,Metaverse,1,50.0
sia-partners,NFT elements,1,50.0
a-star-capital,DAO,1,33.33
a-star-capital,Payments,1,33.33
a-star-capital,Yield Aggregator,1,33.33
socii-capital,Mobile,4,28.57
socii-capital,Payments,4,28.57
socii-capital,Wallet,4,28.57
socii-capital,Data Service,2,14.29
trac,Data Service,1,50.0
trac,Verification,1,50.0
chaac-ventures,Data Service,1,100.0
harpoon-ventures,Data Service,2,100.0
hnvr,Data Service,2,100.0
scale-asia-ventures,Data Service,1,100.0
vela-partners,Data Service,2,100.0
hachiman-technology,Trading Strategies,1,100.0
alpha-edison,NFT elements,2,66.67
alpha-edison,Marketplace,1,33.33
think-plus-ventures,Social Network,1,100.0
lux-capital,Bitcoin Scaling,2,16.67
lux-capital,Coin50 Index,2,16.67
lux-capital,Data Service,2,16.67
lux-capital,Smart Contract Platform,2,16.67
lux-capital,US Coins,2,16.67
lux-capital,Perpetuals,1,8.33
lux-capital,Security,1,8.33
oak-hc-ft,Fiat-backed,1,100.0
the-house-fund,Layer 2 (L2),1,14.29
the-house-fund,Modular,1,14.29
the-house-fund,NFT elements,1,14.29
the-house-fund,Smart Contract Platform,1,14.29
the-house-fund,SVM,1,14.29
the-house-fund,zk-Proofs (ZKP),1,14.29
the-house-fund,ZK-Rollup,1,14.29
the-university-of-wyoming,Payments,1,100.0
washington-university-in-st-louis,Payments,1,100.0
akuna-capital,Lending,2,28.57
akuna-capital,Wallet,2,28.57
akuna-capital,CEX,1,14.29
akuna-capital,Options,1,14.29
akuna-capital,Trading Strategies,1,14.29
willoughby-capital,Art,1,16.67
willoughby-capital,CEX,1,16.67
willoughby-capital,Coins Alleged as Securities by SEC,1,16.67
willoughby-capital,Exchange Token,1,16.67
willoughby-capital,Marketplace,1,16.67
willoughby-capital,Wallet,1,16.67
red-rock-capital,Wallet,1,100.0
broadhaven-capital-partners,Wallet,3,30.0
broadhaven-capital-partners,Mobile,2,20.0
broadhaven-capital-partners,CEX,1,10.0
broadhaven-capital-partners,Collectibles,1,10.0
broadhaven-capital-partners,DAO,1,10.0
broadhaven-capital-partners,Layer 1 (L1),1,10.0
broadhaven-capital-partners,Verification,1,10.0
element-ventures,Payments,3,60.0
element-ventures,Data Service,1,20.0
element-ventures,NFT elements,1,20.0
bitcoke,Account Abstraction,1,14.29
bitcoke,Advertising,1,14.29
bitcoke,API,1,14.29
bitcoke,Data Service,1,14.29
bitcoke,EVM,1,14.29
bitcoke,Layer 1 (L1),1,14.29
bitcoke,Modular,1,14.29
capitalx,Layer 1 (L1),1,14.29
capitalx,Mobile,1,14.29
capitalx,Node,1,14.29
capitalx,Payments,1,14.29
capitalx,Portfolio Management,1,14.29
capitalx,Proof of Stake (PoS),1,14.29
capitalx,Trading Strategies,1,14.29
one-boat-capital,CEX,1,14.29
one-boat-capital,Decentralized Application (dApp),1,14.29
one-boat-capital,DEX,1,14.29
one-boat-capital,Governance,1,14.29
one-boat-capital,Launchpad,1,14.29
one-boat-capital,Perpetuals,1,14.29
one-boat-capital,Staking,1,14.29
2050-capital,Metaverse,1,100.0
aster-capital,Metaverse,2,100.0
inqtel,Metaverse,1,100.0
arkam-ventures,CEX,1,25.0
arkam-ventures,Payments,1,25.0
arkam-ventures,Tax & Accounting,1,25.0
arkam-ventures,Trading Strategies,1,25.0
egld-gg,Play to Earn (P2E),2,66.67
egld-gg,Shooter,1,33.33
galaxy-ventures,BOB Ecosystem,1,33.33
galaxy-ventures,Bridge,1,33.33
galaxy-ventures,Cross-Chain,1,33.33
premjiInvest,Payments,1,33.33
premjiInvest,Real Estate,1,33.33
premjiInvest,Tax & Accounting,1,33.33
acadia-woods,Governance,1,100.0
cyber-mentor,Governance,1,100.0
dacorum-gg,Play to Earn (P2E),1,100.0
eos-venture-partners,Insurance,2,100.0
ridgeline,Governance,1,100.0
spaceship,Privacy,1,50.0
spaceship,Security,1,50.0
blackpool,Sports,3,25.0
blackpool,Mobile,2,16.67
blackpool,NFT elements,2,16.67
blackpool,Play to Earn (P2E),2,16.67
blackpool,Collectibles,1,8.33
blackpool,DAO,1,8.33
blackpool,Gaming Guild,1,8.33
f2-venture-capital,Data Service,1,50.0
f2-venture-capital,Tax & Accounting,1,50.0
two-ape-vc,NFT elements,1,50.0
two-ape-vc,Social Network,1,50.0
coinhako,DAO,2,18.18
coinhako,Data Service,2,18.18
coinhako,LSDfi,2,18.18
coinhako,Synthetic Assets,2,18.18
coinhako,Governance,1,9.09
coinhako,Prediction Markets,1,9.09
coinhako,Tax & Accounting,1,9.09
xyz-venture-capital,Payments,3,30.0
xyz-venture-capital,Security,3,30.0
xyz-venture-capital,Data Service,2,20.0
xyz-venture-capital,Education,1,10.0
xyz-venture-capital,NFT elements,1,10.0
ignia-partners,Payments,4,50.0
ignia-partners,Wallet,4,50.0
activant-capital,Payments,2,66.67
activant-capital,Security,1,33.33
draper-startup-house,Data Service,2,50.0
draper-startup-house,Tax & Accounting,2,50.0
alloy-labs,Payments,1,50.0
alloy-labs,Security,1,50.0
forge-ventures,Data Service,1,50.0
forge-ventures,Tax & Accounting,1,50.0
naventures,Payments,1,50.0
naventures,Security,1,50.0
promentum,Social Network,1,100.0
correlation-ventures,NFT elements,3,30.0
correlation-ventures,Payments,2,20.0
correlation-ventures,Cloud Services,1,10.0
correlation-ventures,Data Service,1,10.0
correlation-ventures,Insurance,1,10.0
correlation-ventures,Metaverse,1,10.0
correlation-ventures,Security,1,10.0
converge-vc,Data Service,3,60.0
converge-vc,DAO,1,20.0
converge-vc,Security,1,20.0
k20-fund,Security,2,50.0
k20-fund,Data Service,1,25.0
k20-fund,Tax & Accounting,1,25.0
sozo-ventures,CEX,1,25.0
sozo-ventures,Data Service,1,25.0
sozo-ventures,Exchange Aggregator,1,25.0
sozo-ventures,Wallet,1,25.0
blu-ventures,Security,1,100.0
dreamit-ventures,Security,1,100.0
new-north-ventures,Security,1,100.0
serpentine-ventures,Security,1,100.0
bri-ventures,NFT elements,2,28.57
bri-ventures,Governance,1,14.29
bri-ventures,Metaverse,1,14.29
bri-ventures,Mobile,1,14.29
bri-ventures,Play to Earn (P2E),1,14.29
bri-ventures,Staking,1,14.29
febe-ventures,NFT elements,1,50.0
febe-ventures,Wallet,1,50.0
intudo-ventures,CEX,3,42.86
intudo-ventures,Wallet,3,42.86
intudo-ventures,NFT elements,1,14.29
metrix-capital,NFT elements,9,26.47
metrix-capital,Play to Earn (P2E),8,23.53
metrix-capital,Cross-Chain,4,11.76
metrix-capital,Governance,4,11.76
metrix-capital,Marketplace,3,8.82
metrix-capital,Metaverse,3,8.82
metrix-capital,Staking,3,8.82
sheva,API,1,33.33
sheva,Digital Identity,1,33.33
sheva,Wallet,1,33.33
skystar-capital,Wallet,2,50.0
skystar-capital,CEX,1,25.0
skystar-capital,Exchange Aggregator,1,25.0
galaxy-labs,Payments,1,100.0
omnes-capital,NFT elements,1,50.0
omnes-capital,VR/AR,1,50.0
revam,NFT elements,1,50.0
revam,VR/AR,1,50.0
ternoa,NFT elements,1,50.0
ternoa,VR/AR,1,50.0
mintable-go-fund,Metaverse,2,25.0
mintable-go-fund,DAO,1,12.5
mintable-go-fund,Gaming Guild,1,12.5
mintable-go-fund,Governance,1,12.5
mintable-go-fund,NFT elements,1,12.5
mintable-go-fund,Play to Earn (P2E),1,12.5
mintable-go-fund,Staking,1,12.5
audius,Music,1,100.0
thrive-africa-community,Exchange Aggregator,1,20.0
thrive-africa-community,Payments,1,20.0
thrive-africa-community,Sports,1,20.0
thrive-africa-community,Wallet,1,20.0
thrive-africa-community,Yield Farming,1,20.0
gfs-ventures,Metaverse,3,17.65
gfs-ventures,NFT elements,3,17.65
gfs-ventures,Staking,3,17.65
gfs-ventures,Gaming Guild,2,11.76
gfs-ventures,Governance,2,11.76
gfs-ventures,Marketplace,2,11.76
gfs-ventures,Smart Contract Platform,2,11.76
felicis-ventures,API,1,33.33
felicis-ventures,Data Service,1,33.33
felicis-ventures,Payments,1,33.33
paras,Wallet,1,100.0
ref-finance,Wallet,1,100.0
zipmex,DEX,2,20.0
zipmex,Lending,2,20.0
zipmex,NFT elements,2,20.0
zipmex,Play to Earn (P2E),2,20.0
zipmex,Governance,1,10.0
zipmex,Yield Farming,1,10.0
prime-street-capital,DEX,1,50.0
prime-street-capital,Lending,1,50.0
ratanakorn-technology-group,DEX,1,50.0
ratanakorn-technology-group,Lending,1,50.0
mirae-asset,NFT elements,3,27.27
mirae-asset,Digital Identity,2,18.18
mirae-asset,Payments,2,18.18
mirae-asset,Marketplace,1,9.09
mirae-asset,Perpetuals,1,9.09
mirae-asset,Smart Contract Platform,1,9.09
mirae-asset,Sports,1,9.09
atlas-capital,Play to Earn (P2E),2,25.0
atlas-capital,Social Network,2,25.0
atlas-capital,Data Service,1,12.5
atlas-capital,Governance,1,12.5
atlas-capital,NFT elements,1,12.5
atlas-capital,Sports,1,12.5
tag-ventures,NFT elements,4,28.57
tag-ventures,Play to Earn (P2E),3,21.43
tag-ventures,Marketplace,2,14.29
tag-ventures,Staking,2,14.29
tag-ventures,Metaverse,1,7.14
tag-ventures,Racing,1,7.14
tag-ventures,Yield Farming,1,7.14
astrov-ventures,Metaverse,1,25.0
astrov-ventures,NFT elements,1,25.0
astrov-ventures,Play to Earn (P2E),1,25.0
astrov-ventures,Racing,1,25.0
bap-ventures,Metaverse,1,25.0
bap-ventures,NFT elements,1,25.0
bap-ventures,Play to Earn (P2E),1,25.0
bap-ventures,Racing,1,25.0
do-ventures,Metaverse,1,25.0
do-ventures,NFT elements,1,25.0
do-ventures,Play to Earn (P2E),1,25.0
do-ventures,Racing,1,25.0
permanens-capital-partners,Gaming Studio,1,100.0
showme,Data Service,1,100.0
tradecoin-viet-nam,Metaverse,1,25.0
tradecoin-viet-nam,NFT elements,1,25.0
tradecoin-viet-nam,Play to Earn (P2E),1,25.0
tradecoin-viet-nam,Racing,1,25.0
decentral-park-capital,DAO,2,14.29
decentral-park-capital,Data Service,2,14.29
decentral-park-capital,Decentralized Application (dApp),2,14.29
decentral-park-capital,Developer Tools,2,14.29
decentral-park-capital,Governance,2,14.29
decentral-park-capital,Lending,2,14.29
decentral-park-capital,Stablecoin Protocol,2,14.29
miami-angels,NFT elements,1,50.0
miami-angels,Play to Earn (P2E),1,50.0
creandum,Mobile,4,26.67
creandum,Account Abstraction,3,20.0
creandum,Wallet,3,20.0
creandum,Mining Solutions,2,13.33
creandum,DePIN,1,6.67
creandum,Energy Solutions,1,6.67
creandum,Perpetuals,1,6.67
blackbird-ventures,API,1,20.0
blackbird-ventures,Artificial Intelligence (AI),1,20.0
blackbird-ventures,Data Service,1,20.0
blackbird-ventures,Digital Identity,1,20.0
blackbird-ventures,Payments,1,20.0
lowercarbon-capital,Energy Solutions,2,50.0
lowercarbon-capital,DePIN,1,25.0
lowercarbon-capital,Mining Solutions,1,25.0
vandelay-investments,Marketplace,1,100.0
metaplex,NFT elements,1,100.0
Indigg,Metaverse,3,25.0
Indigg,Gaming Guild,2,16.67
Indigg,NFT elements,2,16.67
Indigg,Play to Earn (P2E),2,16.67
Indigg,DAO,1,8.33
Indigg,Marketplace,1,8.33
Indigg,Payments,1,8.33
moonchain-capital,Marketplace,2,22.22
moonchain-capital,NFT elements,2,22.22
moonchain-capital,Cross-Chain,1,11.11
moonchain-capital,Governance,1,11.11
moonchain-capital,Launchpad,1,11.11
moonchain-capital,Staking,1,11.11
moonchain-capital,Yield Farming,1,11.11
audacia-capital,Collectibles,1,33.33
audacia-capital,Launchpad,1,33.33
audacia-capital,Marketplace,1,33.33
founders-future,Governance,2,25.0
founders-future,Insurance,2,25.0
founders-future,Payments,2,25.0
founders-future,Digital Identity,1,12.5
founders-future,Quest Platform,1,12.5
station-f,Digital Identity,1,50.0
station-f,Quest Platform,1,50.0
dreamcraft-ventures,Metaverse,1,20.0
dreamcraft-ventures,Mobile,1,20.0
dreamcraft-ventures,NFT elements,1,20.0
dreamcraft-ventures,Play to Earn (P2E),1,20.0
dreamcraft-ventures,Sports,1,20.0
profluent-trading,DEX,2,25.0
profluent-trading,DAO,1,12.5
profluent-trading,Decentralized Application (dApp),1,12.5
profluent-trading,Exchange Aggregator,1,12.5
profluent-trading,Governance,1,12.5
profluent-trading,Payments,1,12.5
profluent-trading,Perpetuals,1,12.5
shift-capital,Artificial Intelligence (AI),1,20.0
shift-capital,Data Service,1,20.0
shift-capital,Metaverse,1,20.0
shift-capital,Social Media,1,20.0
shift-capital,Social Network,1,20.0
p2p-capital,Decentralized Application (dApp),4,22.22
p2p-capital,Governance,4,22.22
p2p-capital,API,2,11.11
p2p-capital,DAO,2,11.11
p2p-capital,Data Service,2,11.11
p2p-capital,Node,2,11.11
p2p-capital,Yield Farming,2,11.11
commonwealth-asset-management,Developer Tools,2,22.22
commonwealth-asset-management,Perpetuals,2,22.22
commonwealth-asset-management,Collectibles,1,11.11
commonwealth-asset-management,Cross-Chain,1,11.11
commonwealth-asset-management,DEX,1,11.11
commonwealth-asset-management,NFT elements,1,11.11
commonwealth-asset-management,Sports,1,11.11
firstminute-capital,Payments,4,23.53
firstminute-capital,Data Service,3,17.65
firstminute-capital,Play to Earn (P2E),3,17.65
firstminute-capital,Account Abstraction,2,11.76
firstminute-capital,Mobile,2,11.76
firstminute-capital,Wallet,2,11.76
firstminute-capital,Developer Tools,1,5.88
intel-capital,Artificial Intelligence (AI),1,14.29
intel-capital,Data Service,1,14.29
intel-capital,Internet of Things (IoT),1,14.29
intel-capital,Layer 2 (L2),1,14.29
intel-capital,Smart Contract Platform,1,14.29
intel-capital,Verification,1,14.29
intel-capital,ZK-Rollup,1,14.29
endeavor-catalyst,NFT elements,2,25.0
endeavor-catalyst,Governance,1,12.5
endeavor-catalyst,Lending,1,12.5
endeavor-catalyst,Marketplace,1,12.5
endeavor-catalyst,Music,1,12.5
endeavor-catalyst,Payments,1,12.5
endeavor-catalyst,Staking,1,12.5
nordicninjavc,NFT elements,2,33.33
nordicninjavc,Data Service,1,16.67
nordicninjavc,Decentralized Application (dApp),1,16.67
nordicninjavc,DEX,1,16.67
nordicninjavc,Marketplace,1,16.67
dameilio-family,NFT elements,1,100.0
first-spark-ventures,Artificial Intelligence (AI),1,100.0
harbeat-ventures,NFT elements,1,100.0
ntt-docomo-ventures,Artificial Intelligence (AI),1,100.0
oanda,CEX,1,100.0
touchstone-parters,Digital Identity,1,50.0
touchstone-parters,Privacy,1,50.0
shata-capital,Data Service,2,28.57
shata-capital,DEX,1,14.29
shata-capital,Exchange Aggregator,1,14.29
shata-capital,Perpetuals,1,14.29
shata-capital,Real Yield,1,14.29
shata-capital,Wallet,1,14.29
11-11ventures,Cross-Chain,1,100.0
audacity-venture-capital,Marketplace,1,50.0
audacity-venture-capital,NFT elements,1,50.0
serum,API,2,22.22
serum,Data Service,2,22.22
serum,Governance,1,11.11
serum,Lending,1,11.11
serum,Metaverse,1,11.11
serum,Play to Earn (P2E),1,11.11
serum,Staking,1,11.11
poap,Digital Identity,2,22.22
poap,NFT elements,2,22.22
poap,Collectibles,1,11.11
poap,DAO,1,11.11
poap,Decentralized Application (dApp),1,11.11
poap,Music,1,11.11
poap,Social Media,1,11.11
bkex,Decentralized Application (dApp),1,14.29
bkex,Governance,1,14.29
bkex,Metaverse,1,14.29
bkex,NFT elements,1,14.29
bkex,Play to Earn (P2E),1,14.29
bkex,Staking,1,14.29
bkex,Yield Farming,1,14.29
g2-venture,Energy Solutions,1,33.33
g2-venture,Mining Solutions,1,33.33
g2-venture,Payments,1,33.33
kalonia-venture-partners,Energy Solutions,1,33.33
kalonia-venture-partners,Internet of Things (IoT),1,33.33
kalonia-venture-partners,Payments,1,33.33
startup-ignition-ventures,Cross-Chain,1,20.0
startup-ignition-ventures,Metaverse,1,20.0
startup-ignition-ventures,NFT elements,1,20.0
startup-ignition-ventures,Play to Earn (P2E),1,20.0
startup-ignition-ventures,VR/AR,1,20.0
ab-initio-capital,Payments,1,100.0
blockpulse,Metaverse,1,33.33
blockpulse,NFT elements,1,33.33
blockpulse,Play to Earn (P2E),1,33.33
heroicventures,Security,1,50.0
heroicventures,Wallet,1,50.0
innogen-venture-capital,Payments,1,100.0
cmb-international,Cloud Services,1,14.29
cmb-international,Cross-Chain,1,14.29
cmb-international,Digital Identity,1,14.29
cmb-international,Lending,1,14.29
cmb-international,RWA,1,14.29
cmb-international,Stablecoin Protocol,1,14.29
cmb-international,Yield Farming,1,14.29
alchemic-investments,Music,1,100.0
bci,Music,1,100.0
finngram,Music,1,100.0
qingsong-fund,Cross-Chain,1,50.0
qingsong-fund,Digital Identity,1,50.0
75andsunny,Art,1,33.33
75andsunny,DePIN,1,33.33
75andsunny,Social Network,1,33.33
schusterman-fi,Art,1,50.0
schusterman-fi,Social Network,1,50.0
saudi-aramco-ev,Internet of Things (IoT),4,33.33
saudi-aramco-ev,Smart Contract Platform,4,33.33
saudi-aramco-ev,Decentralized Application (dApp),1,8.33
saudi-aramco-ev,Digital Identity,1,8.33
saudi-aramco-ev,Payments,1,8.33
saudi-aramco-ev,Trading Strategies,1,8.33
equinor-ventures,Internet of Things (IoT),4,44.44
equinor-ventures,Smart Contract Platform,4,44.44
equinor-ventures,Energy Solutions,1,11.11
gelisim-group,NFT elements,1,50.0
gelisim-group,Play to Earn (P2E),1,50.0
ayon-capital,Data Service,3,37.5
ayon-capital,Trading Strategies,2,25.0
ayon-capital,Mobile,1,12.5
ayon-capital,NFT elements,1,12.5
ayon-capital,Wallet,1,12.5
wonderventures,Data Service,1,20.0
wonderventures,DePIN,1,20.0
wonderventures,Internet of Things (IoT),1,20.0
wonderventures,Treasury Management,1,20.0
wonderventures,Wallet,1,20.0
soaringinvestmentmanagement,Data Service,1,25.0
soaringinvestmentmanagement,Mobile,1,25.0
soaringinvestmentmanagement,NFT elements,1,25.0
soaringinvestmentmanagement,Wallet,1,25.0
emfarsis,Metaverse,4,26.67
emfarsis,Play to Earn (P2E),4,26.67
emfarsis,NFT elements,3,20.0
emfarsis,DAO,1,6.67
emfarsis,Gaming Guild,1,6.67
emfarsis,Governance,1,6.67
emfarsis,Mobile,1,6.67
newlifevc,Play to Earn (P2E),2,66.67
newlifevc,Metaverse,1,33.33
novatorvc,Play to Earn (P2E),4,80.0
novatorvc,Metaverse,1,20.0
unix-gaming,NFT elements,8,29.63
unix-gaming,Play to Earn (P2E),7,25.93
unix-gaming,Metaverse,4,14.81
unix-gaming,Marketplace,3,11.11
unix-gaming,Collectibles,2,7.41
unix-gaming,Governance,2,7.41
unix-gaming,Social Network,1,3.7
immersion-partners,Cross-Chain,1,25.0
immersion-partners,NFT elements,1,25.0
immersion-partners,Payments,1,25.0
immersion-partners,Privacy,1,25.0
foundry,Social Network,2,66.67
foundry,Data Service,1,33.33
omers,Digital Identity,1,33.33
omers,Marketplace,1,33.33
omers,Privacy,1,33.33
matchstick-ventures,Data Service,1,100.0
wittington-ventures,Digital Identity,1,50.0
wittington-ventures,Privacy,1,50.0
hannah-grey,NFT elements,2,40.0
hannah-grey,DAO,1,20.0
hannah-grey,Portfolio Management,1,20.0
hannah-grey,Social Network,1,20.0
el-zonte-capital,API,1,33.33
el-zonte-capital,Mining Solutions,1,33.33
el-zonte-capital,Payments,1,33.33
alpha-point,API,1,50.0
alpha-point,Payments,1,50.0
springwind-ventures,DAO,2,18.18
springwind-ventures,Decentralized Application (dApp),2,18.18
springwind-ventures,Governance,2,18.18
springwind-ventures,NFT elements,2,18.18
springwind-ventures,Artificial Intelligence (AI),1,9.09
springwind-ventures,Marketplace,1,9.09
springwind-ventures,Security,1,9.09
azdag,LSDfi,2,33.33
azdag,Trading Strategies,2,33.33
azdag,Yield Aggregator,2,33.33
blockrocket-vc,Data Service,2,40.0
blockrocket-vc,Marketplace,1,20.0
blockrocket-vc,NFT elements,1,20.0
blockrocket-vc,Wallet,1,20.0
nestcoin,Digital Identity,1,20.0
nestcoin,NFT elements,1,20.0
nestcoin,Social Network,1,20.0
nestcoin,Sports,1,20.0
nestcoin,Yield Farming,1,20.0
working-capital-fund,Data Service,1,100.0
advaita-capital,Data Service,1,100.0
founders-committee,Payments,1,100.0
oxford-angel-fund,Data Service,1,100.0
consensus-lab,Governance,8,22.86
consensus-lab,Staking,8,22.86
consensus-lab,Marketplace,5,14.29
consensus-lab,NFT elements,5,14.29
consensus-lab,Cross-Chain,3,8.57
consensus-lab,Play to Earn (P2E),3,8.57
consensus-lab,Yield Aggregator,3,8.57
snow-hill-partners,Marketplace,1,100.0
jasmy-foundation,Launchpad,1,50.0
jasmy-foundation,Marketplace,1,50.0
thrivecapital,NFT elements,3,30.0
thrivecapital,Payments,2,20.0
thrivecapital,Art,1,10.0
thrivecapital,Cross-Chain,1,10.0
thrivecapital,Data Service,1,10.0
thrivecapital,Metaverse,1,10.0
thrivecapital,Perpetuals,1,10.0
7-percent-ventures,Artificial Intelligence (AI),1,25.0
