fund_slug,tag,count,percent
bnp-paribas,Cloud Services,1,11.11
bnp-paribas,Data Service,1,11.11
bnp-paribas,Insurance,1,11.11
bnp-paribas,Privacy,1,11.11
future-fund,AMM,2,22.22
future-fund,DEX,2,22.22
future-fund,Artificial Intelligence (AI),1,11.11
future-fund,Collectibles,1,11.11
future-fund,Marketplace,1,11.11
future-fund,Social Network,1,11.11
future-fund,Staking,1,11.11
tsv-cap,Artificial Intelligence (AI),2,40.0
tsv-cap,Binance Alpha,1,20.0
tsv-cap,Digital Identity,1,20.0
tsv-cap,Launchpad,1,20.0
chainlink-capital,DAO,1,25.0
chainlink-capital,Data Service,1,25.0
chainlink-capital,Lending,1,25.0
chainlink-capital,Marketplace,1,25.0
deutsche-borse,RWA,3,60.0
deutsche-borse,Payments,2,40.0
aladdindao,Stablecoin Protocol,1,100.0
boosty-labs,AMM,1,33.33
boosty-labs,Bitcoin Runes,1,33.33
boosty-labs,DEX,1,33.33
dlc-link,Stablecoin Protocol,1,100.0
the-a-team,Stablecoin Protocol,1,100.0
kommune,Data Service,4,20.0
kommune,Governance,4,20.0
kommune,DAO,3,15.0
kommune,Privacy,3,15.0
kommune,Cross-Chain,2,10.0
kommune,NFT elements,2,10.0
kommune,Yield Farming,2,10.0
boxmining,NFT elements,4,21.05
boxmining,Staking,4,21.05
boxmining,Governance,3,15.79
boxmining,Lending,2,10.53
boxmining,Marketplace,2,10.53
boxmining,Metaverse,2,10.53
boxmining,Yield Farming,2,10.53
dec-ventures,Bridge,1,14.29
dec-ventures,Gaming Guild,1,14.29
dec-ventures,Marketplace,1,14.29
dec-ventures,NFT elements,1,14.29
dec-ventures,Play to Earn (P2E),1,14.29
dec-ventures,Portfolio Management,1,14.29
dec-ventures,Wallet,1,14.29
cryptodiscover,Perpetuals,2,33.33
cryptodiscover,DAO,1,16.67
cryptodiscover,Developer Tools,1,16.67
cryptodiscover,DEX,1,16.67
cryptodiscover,LSDfi,1,16.67
capsulex-labs,Binance Launchpool,1,16.67
capsulex-labs,Mobile,1,16.67
capsulex-labs,NFT elements,1,16.67
capsulex-labs,RWA,1,16.67
capsulex-labs,Stablecoin Protocol,1,16.67
capsulex-labs,Yield Farming,1,16.67
kaizen-finance,Binance Launchpool,1,16.67
kaizen-finance,Metaverse,1,16.67
kaizen-finance,Play to Earn (P2E),1,16.67
kaizen-finance,RWA,1,16.67
kaizen-finance,Stablecoin Protocol,1,16.67
kaizen-finance,Yield Farming,1,16.67
pleb-capital,AMM,1,14.29
pleb-capital,Binance Launchpool,1,14.29
pleb-capital,BRC-20,1,14.29
pleb-capital,DEX,1,14.29
pleb-capital,RWA,1,14.29
pleb-capital,Stablecoin Protocol,1,14.29
pleb-capital,Yield Farming,1,14.29
protocap,RWA,1,100.0
basedvc,AI Agents,1,25.0
basedvc,Artificial Intelligence (AI),1,25.0
basedvc,Developer Tools,1,25.0
basedvc,Layer 2 (L2),1,25.0
kyber-capital,Layer 2 (L2),3,33.33
kyber-capital,Arbitrum Orbit,2,22.22
kyber-capital,DEX,1,11.11
kyber-capital,Perpetuals,1,11.11
kyber-capital,Trading Strategies,1,11.11
kyber-capital,Wallet,1,11.11
rarible,Developer Tools,1,33.33
rarible,Layer 2 (L2),1,33.33
rarible,NFT elements,1,33.33
stakefish,LSDfi,2,25.0
stakefish,Cross-Chain,1,12.5
stakefish,Decentralized Application (dApp),1,12.5
stakefish,Governance,1,12.5
stakefish,Node,1,12.5
stakefish,Proof of Stake (PoS),1,12.5
stakefish,Smart Contract Platform,1,12.5
sorenson-impact,Real Estate,1,50.0
sorenson-impact,RWA,1,50.0
insignius-capital,Governance,4,22.22
insignius-capital,Privacy,3,16.67
insignius-capital,Security,3,16.67
insignius-capital,Data Service,2,11.11
insignius-capital,Gaming Guild,2,11.11
insignius-capital,Marketplace,2,11.11
insignius-capital,zk-Proofs (ZKP),2,11.11
firexcapital,Play to Earn (P2E),2,40.0
firexcapital,Cross-Chain,1,20.0
firexcapital,Metaverse,1,20.0
firexcapital,NFT elements,1,20.0
aj-ventures,Play to Earn (P2E),1,100.0
sky-gardians-capital,DePIN,1,33.33
sky-gardians-capital,Launchpad,1,33.33
sky-gardians-capital,RWA,1,33.33
sqrdao,Play to Earn (P2E),1,100.0
01labs,zk-Proofs (ZKP),1,100.0
firestarter,Launchpad,1,100.0
asteroid-capital,NFT elements,4,21.05
asteroid-capital,Lending,3,15.79
asteroid-capital,Play to Earn (P2E),3,15.79
asteroid-capital,Racing,3,15.79
asteroid-capital,Cross-Chain,2,10.53
asteroid-capital,Staking,2,10.53
asteroid-capital,Trading Strategies,2,10.53
g1-ventures,Staking,4,21.05
g1-ventures,AMM,3,15.79
g1-ventures,Governance,3,15.79
g1-ventures,Lending,3,15.79
g1-ventures,Cross-Chain,2,10.53
g1-ventures,DAO,2,10.53
g1-ventures,Marketplace,2,10.53
dcdao,Bridge,1,14.29
dcdao,Cross-Chain,1,14.29
dcdao,DAO,1,14.29
dcdao,Launchpad,1,14.29
dcdao,LSDfi,1,14.29
dcdao,RWA,1,14.29
dcdao,Staking,1,14.29
moni,AMM,2,22.22
moni,DEX,2,22.22
moni,Artificial Intelligence (AI),1,11.11
moni,DAO,1,11.11
moni,LSDfi,1,11.11
moni,Restaking,1,11.11
moni,Yield Farming,1,11.11
duplicate-capital,NFT elements,1,50.0
duplicate-capital,RWA,1,50.0
syndicate,Bots,1,50.0
syndicate,Bridge,1,50.0
ait-protocol,Artificial Intelligence (AI),1,100.0
digits-ventures,RWA,1,100.0
pastel-alpha,RWA,1,100.0
village-global,Payments,5,23.81
village-global,Security,4,19.05
village-global,DAO,3,14.29
village-global,Data Service,3,14.29
village-global,CEX,2,9.52
village-global,Governance,2,9.52
village-global,NFT elements,2,9.52
stillmark,API,2,15.38
stillmark,Bitcoin Scaling,2,15.38
stillmark,Data Service,2,15.38
stillmark,Mining Solutions,2,15.38
stillmark,Mobile,2,15.38
stillmark,Payments,2,15.38
stillmark,Layer 2 (L2),1,7.69
mayfield,Metaverse,3,20.0
mayfield,VR/AR,3,20.0
mayfield,Artificial Intelligence (AI),2,13.33
mayfield,Mobile,2,13.33
mayfield,Privacy,2,13.33
mayfield,Wallet,2,13.33
mayfield,Decentralized Application (dApp),1,6.67
castle-capital,Account Abstraction,1,14.29
castle-capital,DEX,1,14.29
castle-capital,Launchpad,1,14.29
castle-capital,Layer 2 (L2),1,14.29
castle-capital,Lending,1,14.29
castle-capital,Perpetuals,1,14.29
castle-capital,Yield Farming,1,14.29
mvp-ventures,Artificial Intelligence (AI),1,25.0
mvp-ventures,Cross-Chain,1,25.0
mvp-ventures,Data Service,1,25.0
mvp-ventures,Privacy,1,25.0
stepstone-group,Wallet,2,33.33
stepstone-group,API,1,16.67
stepstone-group,Artificial Intelligence (AI),1,16.67
stepstone-group,Mobile,1,16.67
stepstone-group,Privacy,1,16.67
maverick-ventures-israel,Artificial Intelligence (AI),1,25.0
maverick-ventures-israel,NFT elements,1,25.0
maverick-ventures-israel,Play to Earn (P2E),1,25.0
maverick-ventures-israel,Privacy,1,25.0
celesta-capital,Artificial Intelligence (AI),2,50.0
celesta-capital,Privacy,2,50.0
ravikant-capital,Artificial Intelligence (AI),1,100.0
gbic,Governance,7,23.33
gbic,NFT elements,6,20.0
gbic,Marketplace,4,13.33
gbic,Staking,4,13.33
gbic,AMM,3,10.0
gbic,Cross-Chain,3,10.0
gbic,Yield Farming,3,10.0
vista-lab,Data Service,2,20.0
vista-lab,Internet of Things (IoT),2,20.0
vista-lab,Play to Earn (P2E),2,20.0
vista-lab,Artificial Intelligence (AI),1,10.0
vista-lab,Layer 1 (L1),1,10.0
vista-lab,Proof of Stake (PoS),1,10.0
vista-lab,Sports,1,10.0
barmy,Artificial Intelligence (AI),1,33.33
barmy,DEX,1,33.33
barmy,Perpetuals,1,33.33
cronos-labs,Sports,1,33.33
cronos-labs,Staking,1,33.33
cronos-labs,Yield Aggregator,1,33.33
bluerun-ventures,Bitcoin Scaling,1,16.67
bluerun-ventures,Bridge,1,16.67
bluerun-ventures,EVM,1,16.67
bluerun-ventures,Layer 2 (L2),1,16.67
bluerun-ventures,Mining Solutions,1,16.67
bluerun-ventures,Modular,1,16.67
portico-ventures,Lending,3,23.08
portico-ventures,Data Service,2,15.38
portico-ventures,DEX,2,15.38
portico-ventures,Staking,2,15.38
portico-ventures,Yield Farming,2,15.38
portico-ventures,Governance,1,7.69
portico-ventures,Marketplace,1,7.69
launchpool,Artificial Intelligence (AI),3,27.27
launchpool,Governance,2,18.18
launchpool,Staking,2,18.18
launchpool,Lending,1,9.09
launchpool,Marketplace,1,9.09
launchpool,Metaverse,1,9.09
launchpool,NFT elements,1,9.09
drk-lab,Artificial Intelligence (AI),1,14.29
drk-lab,Bitcoin Scaling,1,14.29
drk-lab,DAO,1,14.29
drk-lab,Data Service,1,14.29
drk-lab,Decentralized Application (dApp),1,14.29
drk-lab,Layer 2 (L2),1,14.29
drk-lab,Privacy,1,14.29
sheesha-finance,Staking,4,25.0
sheesha-finance,Cross-Chain,2,12.5
sheesha-finance,Decentralized Application (dApp),2,12.5
sheesha-finance,DEX,2,12.5
sheesha-finance,Governance,2,12.5
sheesha-finance,Lending,2,12.5
sheesha-finance,Yield Farming,2,12.5
top-7,Lending,2,50.0
top-7,Cross-Chain,1,25.0
top-7,Yield Farming,1,25.0
nervoscorp,Bitcoin Scaling,1,33.33
nervoscorp,DAO,1,33.33
nervoscorp,Layer 2 (L2),1,33.33
quack-capital,Lending,1,50.0
quack-capital,Metaverse,1,50.0
serdao,Lending,1,50.0
serdao,Metaverse,1,50.0
alpha-protocol-ventures,Artificial Intelligence (AI),3,33.33
alpha-protocol-ventures,DAO,1,11.11
alpha-protocol-ventures,Data Service,1,11.11
alpha-protocol-ventures,Governance,1,11.11
alpha-protocol-ventures,Marketplace,1,11.11
alpha-protocol-ventures,NFT elements,1,11.11
alpha-protocol-ventures,Social Media,1,11.11
