range,percentage,min,max,fund_slug
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,ion-group
"$50,000,000+",100.0,50000000,,ion-group
"$0 - $1,000,000",0.0,0,1000000.0,iovc
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,iovc
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,iovc
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,iovc
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,iovc
"$50,000,000+",0.0,50000000,,iovc
"$0 - $1,000,000",0.0,0,1000000.0,the-y-startup-index-fund
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,the-y-startup-index-fund
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,the-y-startup-index-fund
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,the-y-startup-index-fund
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,the-y-startup-index-fund
"$50,000,000+",0.0,50000000,,the-y-startup-index-fund
"$0 - $1,000,000",0.0,0,1000000.0,angelhub
"$1,000,000 - $3,000,000",28.57,1000000,3000000.0,angelhub
"$3,000,000 - $10,000,000",42.86,3000000,10000000.0,angelhub
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,angelhub
"$20,000,000 - $50,000,000",28.57,20000000,50000000.0,angelhub
"$50,000,000+",0.0,50000000,,angelhub
"$0 - $1,000,000",0.0,0,1000000.0,brv-capital-management
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,brv-capital-management
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,brv-capital-management
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,brv-capital-management
"$20,000,000 - $50,000,000",100.0,20000000,50000000.0,brv-capital-management
"$50,000,000+",0.0,50000000,,brv-capital-management
"$0 - $1,000,000",0.0,0,1000000.0,la-poste-ventures
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,la-poste-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,la-poste-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,la-poste-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,la-poste-ventures
"$50,000,000+",0.0,50000000,,la-poste-ventures
"$0 - $1,000,000",0.0,0,1000000.0,lavender-hill-capital-partners
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,lavender-hill-capital-partners
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,lavender-hill-capital-partners
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,lavender-hill-capital-partners
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,lavender-hill-capital-partners
"$50,000,000+",0.0,50000000,,lavender-hill-capital-partners
"$0 - $1,000,000",0.0,0,1000000.0,tmgm
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,tmgm
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,tmgm
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,tmgm
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,tmgm
"$50,000,000+",0.0,50000000,,tmgm
"$0 - $1,000,000",0.0,0,1000000.0,epoch-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,epoch-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,epoch-capital
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,epoch-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,epoch-capital
"$50,000,000+",0.0,50000000,,epoch-capital
"$0 - $1,000,000",0.0,0,1000000.0,trovio-group
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,trovio-group
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,trovio-group
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,trovio-group
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,trovio-group
"$50,000,000+",0.0,50000000,,trovio-group
"$0 - $1,000,000",0.0,0,1000000.0,vivcourt-trading
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,vivcourt-trading
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,vivcourt-trading
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,vivcourt-trading
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,vivcourt-trading
"$50,000,000+",0.0,50000000,,vivcourt-trading
"$0 - $1,000,000",0.0,0,1000000.0,yildiz-tekno-gsyo
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,yildiz-tekno-gsyo
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,yildiz-tekno-gsyo
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,yildiz-tekno-gsyo
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,yildiz-tekno-gsyo
"$50,000,000+",0.0,50000000,,yildiz-tekno-gsyo
"$0 - $1,000,000",0.0,0,1000000.0,ashburyventures
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,ashburyventures
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,ashburyventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,ashburyventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,ashburyventures
"$50,000,000+",0.0,50000000,,ashburyventures
"$0 - $1,000,000",0.0,0,1000000.0,ichi
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,ichi
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,ichi
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,ichi
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,ichi
"$50,000,000+",0.0,50000000,,ichi
"$0 - $1,000,000",0.0,0,1000000.0,baller-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,baller-ventures
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,baller-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,baller-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,baller-ventures
"$50,000,000+",0.0,50000000,,baller-ventures
"$0 - $1,000,000",0.0,0,1000000.0,flourish-ventures
"$1,000,000 - $3,000,000",50.0,1000000,3000000.0,flourish-ventures
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,flourish-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,flourish-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,flourish-ventures
"$50,000,000+",0.0,50000000,,flourish-ventures
"$0 - $1,000,000",0.0,0,1000000.0,human-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,human-ventures
"$3,000,000 - $10,000,000",66.67,3000000,10000000.0,human-ventures
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,human-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,human-ventures
"$50,000,000+",0.0,50000000,,human-ventures
"$0 - $1,000,000",0.0,0,1000000.0,kubevc
"$1,000,000 - $3,000,000",71.43,1000000,3000000.0,kubevc
"$3,000,000 - $10,000,000",28.57,3000000,10000000.0,kubevc
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,kubevc
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,kubevc
"$50,000,000+",0.0,50000000,,kubevc
"$0 - $1,000,000",0.0,0,1000000.0,dunamu-partners
"$1,000,000 - $3,000,000",25.0,1000000,3000000.0,dunamu-partners
"$3,000,000 - $10,000,000",25.0,3000000,10000000.0,dunamu-partners
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,dunamu-partners
"$20,000,000 - $50,000,000",25.0,20000000,50000000.0,dunamu-partners
"$50,000,000+",25.0,50000000,,dunamu-partners
"$0 - $1,000,000",0.0,0,1000000.0,creatorled
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,creatorled
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,creatorled
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,creatorled
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,creatorled
"$50,000,000+",0.0,50000000,,creatorled
"$0 - $1,000,000",0.0,0,1000000.0,service-provider-capital
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,service-provider-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,service-provider-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,service-provider-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,service-provider-capital
"$50,000,000+",0.0,50000000,,service-provider-capital
"$0 - $1,000,000",0.0,0,1000000.0,umami-capital
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,umami-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,umami-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,umami-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,umami-capital
"$50,000,000+",0.0,50000000,,umami-capital
"$0 - $1,000,000",0.0,0,1000000.0,norte-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,norte-ventures
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,norte-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,norte-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,norte-ventures
"$50,000,000+",0.0,50000000,,norte-ventures
"$0 - $1,000,000",0.0,0,1000000.0,communitas-asset-management
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,communitas-asset-management
"$3,000,000 - $10,000,000",50.0,3000000,10000000.0,communitas-asset-management
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,communitas-asset-management
"$20,000,000 - $50,000,000",25.0,20000000,50000000.0,communitas-asset-management
"$50,000,000+",25.0,50000000,,communitas-asset-management
"$0 - $1,000,000",0.0,0,1000000.0,play-time
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,play-time
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,play-time
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,play-time
"$20,000,000 - $50,000,000",100.0,20000000,50000000.0,play-time
"$50,000,000+",0.0,50000000,,play-time
"$0 - $1,000,000",0.0,0,1000000.0,1up-ventures
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,1up-ventures
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,1up-ventures
"$10,000,000 - $20,000,000",16.67,10000000,20000000.0,1up-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,1up-ventures
"$50,000,000+",16.67,50000000,,1up-ventures
"$0 - $1,000,000",0.0,0,1000000.0,riot-games
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,riot-games
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,riot-games
"$10,000,000 - $20,000,000",50.0,10000000,20000000.0,riot-games
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,riot-games
"$50,000,000+",50.0,50000000,,riot-games
"$0 - $1,000,000",0.0,0,1000000.0,cleveland-avenue
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,cleveland-avenue
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,cleveland-avenue
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,cleveland-avenue
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,cleveland-avenue
"$50,000,000+",100.0,50000000,,cleveland-avenue
"$0 - $1,000,000",100.0,0,1000000.0,dhs-venture
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,dhs-venture
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,dhs-venture
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,dhs-venture
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,dhs-venture
"$50,000,000+",0.0,50000000,,dhs-venture
"$0 - $1,000,000",100.0,0,1000000.0,greens-ventures
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,greens-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,greens-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,greens-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,greens-ventures
"$50,000,000+",0.0,50000000,,greens-ventures
"$0 - $1,000,000",0.0,0,1000000.0,moore-capital-management
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,moore-capital-management
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,moore-capital-management
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,moore-capital-management
"$20,000,000 - $50,000,000",100.0,20000000,50000000.0,moore-capital-management
"$50,000,000+",0.0,50000000,,moore-capital-management
"$0 - $1,000,000",0.0,0,1000000.0,three-sigma
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,three-sigma
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,three-sigma
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,three-sigma
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,three-sigma
"$50,000,000+",0.0,50000000,,three-sigma
"$0 - $1,000,000",0.0,0,1000000.0,mantis-partners
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,mantis-partners
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,mantis-partners
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,mantis-partners
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,mantis-partners
"$50,000,000+",0.0,50000000,,mantis-partners
"$0 - $1,000,000",0.0,0,1000000.0,marbruck-investments
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,marbruck-investments
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,marbruck-investments
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,marbruck-investments
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,marbruck-investments
"$50,000,000+",0.0,50000000,,marbruck-investments
"$0 - $1,000,000",0.0,0,1000000.0,kcrise-fund
"$1,000,000 - $3,000,000",66.67,1000000,3000000.0,kcrise-fund
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,kcrise-fund
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,kcrise-fund
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,kcrise-fund
"$50,000,000+",0.0,50000000,,kcrise-fund
"$0 - $1,000,000",0.0,0,1000000.0,flyover-capital
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,flyover-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,flyover-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,flyover-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,flyover-capital
"$50,000,000+",0.0,50000000,,flyover-capital
"$0 - $1,000,000",0.0,0,1000000.0,monochrome-capital
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,monochrome-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,monochrome-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,monochrome-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,monochrome-capital
"$50,000,000+",0.0,50000000,,monochrome-capital
"$0 - $1,000,000",66.67,0,1000000.0,encryptus
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,encryptus
"$3,000,000 - $10,000,000",33.33,3000000,10000000.0,encryptus
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,encryptus
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,encryptus
"$50,000,000+",0.0,50000000,,encryptus
"$0 - $1,000,000",0.0,0,1000000.0,cumberland-labs
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,cumberland-labs
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,cumberland-labs
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,cumberland-labs
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,cumberland-labs
"$50,000,000+",0.0,50000000,,cumberland-labs
"$0 - $1,000,000",100.0,0,1000000.0,fhs-capital
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,fhs-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,fhs-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,fhs-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,fhs-capital
"$50,000,000+",0.0,50000000,,fhs-capital
"$0 - $1,000,000",0.0,0,1000000.0,purpose-investments
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,purpose-investments
"$3,000,000 - $10,000,000",100.0,3000000,10000000.0,purpose-investments
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,purpose-investments
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,purpose-investments
"$50,000,000+",0.0,50000000,,purpose-investments
"$0 - $1,000,000",0.0,0,1000000.0,shanda-group
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,shanda-group
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,shanda-group
"$10,000,000 - $20,000,000",100.0,10000000,20000000.0,shanda-group
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,shanda-group
"$50,000,000+",0.0,50000000,,shanda-group
"$0 - $1,000,000",0.0,0,1000000.0,summit-io
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,summit-io
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,summit-io
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,summit-io
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,summit-io
"$50,000,000+",0.0,50000000,,summit-io
"$0 - $1,000,000",0.0,0,1000000.0,chaos-ventures
"$1,000,000 - $3,000,000",33.33,1000000,3000000.0,chaos-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,chaos-ventures
"$10,000,000 - $20,000,000",33.33,10000000,20000000.0,chaos-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,chaos-ventures
"$50,000,000+",33.33,50000000,,chaos-ventures
"$0 - $1,000,000",0.0,0,1000000.0,kratos-studios
"$1,000,000 - $3,000,000",0.0,1000000,3000000.0,kratos-studios
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,kratos-studios
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,kratos-studios
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,kratos-studios
"$50,000,000+",0.0,50000000,,kratos-studios
"$0 - $1,000,000",0.0,0,1000000.0,aptos-monkeys
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,aptos-monkeys
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,aptos-monkeys
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,aptos-monkeys
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,aptos-monkeys
"$50,000,000+",0.0,50000000,,aptos-monkeys
"$0 - $1,000,000",0.0,0,1000000.0,dhuna-ventures
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,dhuna-ventures
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,dhuna-ventures
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,dhuna-ventures
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,dhuna-ventures
"$50,000,000+",0.0,50000000,,dhuna-ventures
"$0 - $1,000,000",0.0,0,1000000.0,hedge-labs
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,hedge-labs
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,hedge-labs
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,hedge-labs
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,hedge-labs
"$50,000,000+",0.0,50000000,,hedge-labs
"$0 - $1,000,000",0.0,0,1000000.0,pontem
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,pontem
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,pontem
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,pontem
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,pontem
"$50,000,000+",0.0,50000000,,pontem
"$0 - $1,000,000",0.0,0,1000000.0,rand-r-capital
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,rand-r-capital
"$3,000,000 - $10,000,000",0.0,3000000,10000000.0,rand-r-capital
"$10,000,000 - $20,000,000",0.0,10000000,20000000.0,rand-r-capital
"$20,000,000 - $50,000,000",0.0,20000000,50000000.0,rand-r-capital
"$50,000,000+",0.0,50000000,,rand-r-capital
"$0 - $1,000,000",0.0,0,1000000.0,zeta-markets
"$1,000,000 - $3,000,000",100.0,1000000,3000000.0,zeta-markets
